Q,long,lat,output,season,,,,,,,,,
139.2901891,4,6,75.11036257,10,,,,,,,,,
291.2616174,7,2,69.57120083,10,,,,,,,,,
242.2973992,2,4,59.82502399,10,,,,,,,,,
351.9080716,5,3,92.18521204,10,,,,,,,,,
238.5960115,6,9,64.56161051,10,,,,,,,,,
297.2909245,4,6,64.04546334,10,,,,,,,,,
156.3591621,5,3,66.01381711,10,,,,,,,,,
402.2189772,2,4,81.21206877,10,,,,,,,,,
153.8916806,9,1,67.56039279,10,,,,,,,,,
210.2430686,6,9,76.82427111,10,,,,,,,,,
138.5524477,8,4,80.81774042,10,,,,,,,,,
88.16537952,7,2,84.82597024,10,,,,,,,,,
181.6331971,2,4,62.20098684,10,,,,,,,,,
117.5797225,8,4,63.55896041,10,,,,,,,,,
169.9868356,6,9,67.25862864,10,,,,,,,,,
248.7123498,4,6,60.24829621,10,,,,,,,,,
203.9553376,1,2,66.78289422,10,,,,,,,,,
209.9905766,5,3,72.87678349,10,,,,,,,,,
210.881169,2,4,75.90470129,10,,,,,,,,,
393.9322474,6,9,65.26430329,10,,,,,,,,,
146.7821019,3,8,67.86283234,10,,,,,,,,,
165.4771202,6,9,50.72590824,10,,,,,,,,,
169.2538502,9,1,51.98772908,10,,,,,,,,,
267.4167596,9,1,63.34511817,10,,,,,,,,,
196.7935805,8,4,67.17299814,10,,,,,,,,,
88.22901274,8,4,56.49982771,10,,,,,,,,,
196.2659011,9,1,63.95556569,10,,,,,,,,,
65.43104361,7,2,88.88831109,10,,,,,,,,,
291.9893278,2,4,58.01015653,10,,,,,,,,,
179.9934359,5,3,69.54927887,10,,,,,,,,,
171.0330504,1,2,71.58671237,10,,,,,,,,,
358.196383,8,4,86.00628364,10,,,,,,,,,
194.8103978,4,6,61.95782169,10,,,,,,,,,
206.0537391,6,9,70.75946456,10,,,,,,,,,
217.7202561,3,8,63.62516212,10,,,,,,,,,
213.987405,4,6,68.43181194,10,,,,,,,,,
100.3223308,7,2,65.82068591,10,,,,,,,,,
211.8224642,2,4,45.96141606,10,,,,,,,,,
201.7030767,5,3,89.5271942,10,,,,,,,,,
167.1253592,9,1,48.31797323,10,,,,,,,,,
312.7687355,4,6,48.94601511,10,,,,,,,,,
252.7462007,1,2,56.57172289,10,,,,,,,,,
346.5944404,4,6,70.57507898,10,,,,,,,,,
246.126998,9,1,57.86479025,10,,,,,,,,,
206.1397857,7,2,76.88437834,10,,,,,,,,,
155.6430534,7,2,82.02551814,10,,,,,,,,,
277.6665758,2,4,61.15687234,10,,,,,,,,,
180.9822611,4,6,71.53659555,10,,,,,,,,,
257.7912266,4,6,71.65203793,10,,,,,,,,,
168.5449327,8,4,54.4300988,10,,,,,,,,,
159.9882489,8,4,73.24716825,10,,,,,,,,,
301.303413,4,6,63.00128103,10,,,,,,,,,
181.1717913,9,1,72.39778429,10,,,,,,,,,
236.0212832,8,4,56.18905148,13,,,,,,,,,
245.8298165,3,8,51.14013952,13,,,,,,,,,
194.1351407,8,4,63.37361368,13,,,,,,,,,
188.274694,6,9,65.96957781,13,,,,,,,,,
254.3242369,4,6,67.33765241,13,,,,,,,,,
249.0348579,7,2,50.37974389,13,,,,,,,,,
228.5653905,6,9,88.8414763,13,,,,,,,,,
251.2251303,1,2,67.75345927,13,,,,,,,,,
389.3161212,3,8,61.63415958,13,,,,,,,,,
165.4180676,9,1,69.38477279,13,,,,,,,,,
334.1071061,3,8,82.07044532,13,,,,,,,,,
233.6788077,2,4,71.49499091,13,,,,,,,,,
184.1499525,7,2,64.36134334,13,,,,,,,,,
197.7687776,1,2,73.94855255,13,,,,,,,,,
258.8886007,8,4,54.65298445,13,,,,,,,,,
189.1383621,9,1,74.5890793,13,,,,,,,,,
221.1190542,6,9,50.85211389,13,,,,,,,,,
352.0402601,7,2,77.51064856,13,,,,,,,,,
339.3735558,3,8,72.25811313,13,,,,,,,,,
315.471221,4,6,88.19003898,13,,,,,,,,,
114.7072127,8,4,55.40651425,13,,,,,,,,,
151.0605574,7,2,79.41134681,13,,,,,,,,,
468.5436218,3,8,96.40939577,13,,,,,,,,,
423.8878992,2,4,92.34524135,13,,,,,,,,,
299.3821959,2,4,75.67816497,13,,,,,,,,,
278.12551,4,6,83.00018307,13,,,,,,,,,
278.4514813,8,4,71.38561341,13,,,,,,,,,
217.6127113,3,8,73.14569961,13,,,,,,,,,
223.9579733,7,2,86.58428533,13,,,,,,,,,
149.8761529,4,6,63.3439352,13,,,,,,,,,
197.1366988,4,6,53.42069503,13,,,,,,,,,
251.4912868,7,2,71.61949373,13,,,,,,,,,
167.2369551,9,1,67.78946877,13,,,,,,,,,
165.3180805,8,4,79.12148853,13,,,,,,,,,
30.0332241,8,4,63.19280175,13,,,,,,,,,
207.7939635,1,2,56.82279673,13,,,,,,,,,
199.3254597,4,6,69.52828557,13,,,,,,,,,
-36.91484961,6,9,76.05266312,13,,,,,,,,,
228.2457531,4,6,64.0227746,13,,,,,,,,,
130.2658506,8,4,67.67651585,13,,,,,,,,,
135.8355361,2,4,69.10759576,13,,,,,,,,,
146.3974118,8,4,85.81795832,13,,,,,,,,,
197.8723578,3,8,76.85560027,13,,,,,,,,,
113.5362118,6,9,56.76520635,13,,,,,,,,,
249.8766708,5,3,73.50026501,13,,,,,,,,,
337.6084549,5,3,64.44177914,13,,,,,,,,,
128.7391726,9,1,76.80645996,13,,,,,,,,,
337.3979555,6,9,79.33959341,13,,,,,,,,,
212.2738615,5,3,77.75724061,13,,,,,,,,,
300.2323088,3,8,76.42940307,13,,,,,,,,,
408.9625022,2,4,87.40920899,13,,,,,,,,,
69.39984997,9,1,92.44767027,13,,,,,,,,,
298.5653687,2,4,81.1862683,13,,,,,,,,,
290.6509061,4,6,90.22281704,13,,,,,,,,,
108.739379,3,8,59.45466477,13,,,,,,,,,
260.6553463,9,1,60.72024393,13,,,,,,,,,
411.9735032,3,8,75.34701882,13,,,,,,,,,
236.9358985,5,3,65.16629352,13,,,,,,,,,
239.4423988,5,3,69.97588044,13,,,,,,,,,
294.7146122,6,9,64.86842344,13,,,,,,,,,
212.1154673,9,1,78.85039881,13,,,,,,,,,
91.90851346,2,4,79.50832442,13,,,,,,,,,
182.2520806,9,1,67.43494073,13,,,,,,,,,
269.9431087,6,9,73.79711292,13,,,,,,,,,
61.9763708,8,4,84.19936313,13,,,,,,,,,
319.6827306,6,9,76.90277346,13,,,,,,,,,
243.2881074,2,4,88.89255545,13,,,,,,,,,
267.5411096,9,1,66.29859315,13,,,,,,,,,
171.0280313,8,4,65.06597163,13,,,,,,,,,
279.7844664,9,1,83.78632926,13,,,,,,,,,
233.409215,9,1,98.20839948,13,,,,,,,,,
251.6230158,1,2,57.51835307,13,,,,,,,,,
239.7711688,3,8,75.4493658,13,,,,,,,,,
333.1817188,9,1,64.34149274,13,,,,,,,,,
208.0735705,7,2,59.48321018,13,,,,,,,,,
306.3125747,4,6,71.08793542,13,,,,,,,,,
239.7701663,7,2,68.07644127,13,,,,,,,,,
264.8895257,3,8,59.58236836,13,,,,,,,,,
326.9646082,5,3,78.9209758,13,,,,,,,,,
224.5835846,8,4,57.51314342,13,,,,,,,,,
227.6490903,4,6,55.21722682,13,,,,,,,,,
264.7430845,8,4,86.11956119,13,,,,,,,,,
167.2689405,8,4,86.13824067,13,,,,,,,,,
233.178031,1,2,55.62158405,13,,,,,,,,,
270.2773056,3,8,64.61801039,13,,,,,,,,,
233.6966857,1,2,71.22122615,13,,,,,,,,,
358.6063805,4,6,76.53211401,13,,,,,,,,,
266.1626068,3,8,82.36484502,13,,,,,,,,,
182.9442322,1,2,60.60770269,13,,,,,,,,,
376.1125971,4,6,87.15223193,13,,,,,,,,,
374.0941568,3,8,76.69926333,13,,,,,,,,,
66.29807598,1,2,57.94683765,13,,,,,,,,,
266.6376167,7,2,78.83106198,13,,,,,,,,,
291.2643572,6,9,67.43247214,13,,,,,,,,,
245.6317678,6,9,58.70177552,13,,,,,,,,,
246.2236767,7,2,88.57493922,13,,,,,,,,,
234.2891935,5,3,88.06083147,13,,,,,,,,,
221.5915276,7,2,75.6686414,13,,,,,,,,,
399.3084127,3,8,75.93949826,13,,,,,,,,,
178.0344753,4,6,66.72888084,13,,,,,,,,,
336.006686,1,2,71.80342541,13,,,,,,,,,
296.8114196,3,8,64.0882305,13,,,,,,,,,
266.2662554,5,3,51.76729184,13,,,,,,,,,
302.1520888,2,4,59.48647113,13,,,,,,,,,
278.0205856,1,2,60.75730082,13,,,,,,,,,
291.6498161,2,4,83.01448805,13,,,,,,,,,
261.4036918,7,2,49.57987015,13,,,,,,,,,
222.9124502,6,9,60.46359116,13,,,,,,,,,
260.3517763,6,9,66.77920619,13,,,,,,,,,
278.2557892,1,2,66.74272937,13,,,,,,,,,
317.4852207,1,2,68.14655953,13,,,,,,,,,
263.6963469,5,3,55.89129529,13,,,,,,,,,
61.62467829,9,1,90.00861172,13,,,,,,,,,
307.1544139,3,8,72.3445558,13,,,,,,,,,
255.5062879,2,4,77.08070336,13,,,,,,,,,
315.2689997,6,9,64.58855833,13,,,,,,,,,
187.3289032,1,2,58.00005713,13,,,,,,,,,
295.6583196,7,2,72.46015024,13,,,,,,,,,
152.9837674,4,6,74.23525511,13,,,,,,,,,
335.0671636,3,8,65.50764976,13,,,,,,,,,
219.21911,2,4,72.83244399,13,,,,,,,,,
151.1289855,3,8,72.04582183,13,,,,,,,,,
266.3279075,5,3,82.5284746,13,,,,,,,,,
242.6539701,7,2,72.20975216,13,,,,,,,,,
261.5088997,9,1,74.85550164,13,,,,,,,,,
117.7739651,9,1,67.04653832,13,,,,,,,,,
111.3945791,9,1,65.67459911,13,,,,,,,,,
234.8419047,2,4,66.20488907,13,,,,,,,,,
243.0604516,5,3,70.67298262,13,,,,,,,,,
181.3806813,8,4,56.73369306,13,,,,,,,,,
214.9913131,7,2,43.1222738,13,,,,,,,,,
146.7612586,8,4,61.20855154,13,,,,,,,,,
288.9030716,5,3,63.47721052,13,,,,,,,,,
326.8364936,7,2,80.92159997,13,,,,,,,,,
263.8986078,4,6,76.36970941,13,,,,,,,,,
309.5751002,2,4,60.34110314,13,,,,,,,,,
315.5751894,2,4,81.88368262,13,,,,,,,,,
166.9789204,1,2,64.48129038,13,,,,,,,,,
216.9439709,3,8,68.36302822,13,,,,,,,,,
129.0497889,3,8,56.31918779,13,,,,,,,,,
406.1428419,2,4,82.59770359,13,,,,,,,,,
151.9757739,8,4,81.21661965,13,,,,,,,,,
199.2877332,5,3,66.77019148,13,,,,,,,,,
280.508855,4,6,84.46739305,13,,,,,,,,,
160.3269291,5,3,67.97070012,13,,,,,,,,,
230.7901525,9,1,58.7573276,13,,,,,,,,,
227.7095994,9,1,75.38038277,13,,,,,,,,,
213.1871891,5,3,70.67940712,13,,,,,,,,,
510.9089213,3,8,74.54761225,13,,,,,,,,,
117.8339646,9,1,91.77274459,13,,,,,,,,,
261.7631381,1,2,93.82864538,13,,,,,,,,,
342.2699881,7,2,76.55576744,13,,,,,,,,,
156.7400648,7,2,81.22329849,13,,,,,,,,,
257.5103331,9,1,81.89923624,13,,,,,,,,,
319.2276197,2,4,72.27990607,13,,,,,,,,,
88.03862984,1,2,54.1812008,5,,,,,,,,,
252.8322017,9,1,70.84267637,5,,,,,,,,,
234.4958583,3,8,81.37516161,5,,,,,,,,,
105.7463947,3,8,66.40124596,5,,,,,,,,,
180.2996704,7,2,88.90040468,5,,,,,,,,,
211.3826988,3,8,67.45631438,5,,,,,,,,,
161.5512915,8,4,67.19167077,5,,,,,,,,,
289.1740977,7,2,73.78435841,5,,,,,,,,,
176.5430936,6,9,75.72195428,5,,,,,,,,,
90.32247187,1,2,69.48476011,5,,,,,,,,,
85.89977105,7,2,48.15888579,5,,,,,,,,,
318.3016437,7,2,57.26221829,5,,,,,,,,,
214.6655241,6,9,88.13249147,5,,,,,,,,,
290.057952,2,4,84.69403854,5,,,,,,,,,
159.9818053,9,1,81.96805353,5,,,,,,,,,
198.5029968,7,2,82.95430574,5,,,,,,,,,
162.6416516,7,2,75.48872406,5,,,,,,,,,
146.5189749,2,4,87.71382045,5,,,,,,,,,
120.8744939,7,2,83.75849706,5,,,,,,,,,
159.0453161,8,4,74.27676019,5,,,,,,,,,
201.2387898,3,8,77.37195498,5,,,,,,,,,
246.7672176,1,2,77.8811137,5,,,,,,,,,
197.4305752,7,2,75.21198842,5,,,,,,,,,
161.1999495,2,4,76.2989258,5,,,,,,,,,
135.1954842,2,4,83.30029096,5,,,,,,,,,
130.3312295,5,3,74.69483014,5,,,,,,,,,
102.0501708,9,1,87.68349053,5,,,,,,,,,
207.5045481,8,4,57.25934865,5,,,,,,,,,
257.7683704,1,2,69.86314784,5,,,,,,,,,
76.85897898,9,1,86.36936332,5,,,,,,,,,
191.2132468,1,2,64.13011841,5,,,,,,,,,
249.2420157,2,4,71.38988566,5,,,,,,,,,
274.8542742,1,2,70.94220138,5,,,,,,,,,
143.5249132,5,3,58.75896779,5,,,,,,,,,
96.93149963,6,9,54.99986469,5,,,,,,,,,
194.7624033,4,6,62.49138231,5,,,,,,,,,
262.2928555,3,8,72.47986995,5,,,,,,,,,
131.132624,9,1,58.5447504,5,,,,,,,,,
-69.96082071,2,4,65.53529331,5,,,,,,,,,
232.6557674,6,9,75.02144416,5,,,,,,,,,
80.46221217,8,4,80.23248155,5,,,,,,,,,
207.2044909,1,2,77.00345844,5,,,,,,,,,
229.3629425,1,2,69.81534424,5,,,,,,,,,
253.9322972,7,2,71.65346678,5,,,,,,,,,
95.13940864,4,6,81.80376043,5,,,,,,,,,
252.5082996,7,2,73.49030734,5,,,,,,,,,
197.6691303,5,3,67.43129062,5,,,,,,,,,
138.325331,6,9,71.22217159,5,,,,,,,,,
177.4075475,3,8,68.62796321,5,,,,,,,,,
319.3645723,6,9,69.45605165,5,,,,,,,,,
166.6763821,5,3,80.39351116,5,,,,,,,,,
296.8425327,2,4,80.8346656,5,,,,,,,,,
170.6264682,7,2,67.46412731,5,,,,,,,,,
293.6892508,7,2,83.13254475,5,,,,,,,,,
173.2696821,9,1,66.58619612,5,,,,,,,,,
185.5724437,3,8,65.95595096,5,,,,,,,,,
325.7059353,6,9,66.07029444,5,,,,,,,,,
231.9908301,9,1,81.09738818,5,,,,,,,,,
245.691502,5,3,72.56435752,5,,,,,,,,,
78.93818229,3,8,68.30651181,5,,,,,,,,,
190.20923,6,9,66.42456714,5,,,,,,,,,
208.8461009,7,2,77.39702143,5,,,,,,,,,
333.7553292,6,9,65.6259015,5,,,,,,,,,
187.2548578,4,6,49.71680514,5,,,,,,,,,
202.8603367,9,1,64.65620624,5,,,,,,,,,
95.44934864,7,2,81.2269113,5,,,,,,,,,
221.902667,2,4,73.09697752,5,,,,,,,,,
67.86955017,3,8,67.95148934,5,,,,,,,,,
177.4167265,4,6,85.92488329,5,,,,,,,,,
128.6126377,1,2,66.59495287,5,,,,,,,,,
74.54733872,8,4,89.04420286,5,,,,,,,,,
229.6403359,4,6,66.16665127,5,,,,,,,,,
86.26419084,2,4,62.28684103,5,,,,,,,,,
252.48733,4,6,71.04699662,5,,,,,,,,,
189.900563,3,8,72.51995631,5,,,,,,,,,
264.2291198,3,8,63.83235024,5,,,,,,,,,
115.737684,8,4,70.49663621,5,,,,,,,,,
257.1755385,8,4,63.18812001,5,,,,,,,,,
190.9205688,6,9,72.81836893,5,,,,,,,,,
53.08292115,8,4,75.80008804,5,,,,,,,,,
176.1613465,1,2,82.99313184,5,,,,,,,,,
196.6686866,6,9,87.1446124,5,,,,,,,,,
214.55894,1,2,83.26297559,5,,,,,,,,,
104.5636368,2,4,64.58327135,5,,,,,,,,,
238.9119248,1,2,82.39612034,5,,,,,,,,,
