,avg poll conc.,stack speed,wind speed,Wind dir,Stack height,Q,long,lat,Z0,X,Y,Z,conc. at a point,output,day,month,year,season
10,47.825247934888914,4.612251225677043,3.252868001853801,6.0,243.45560872675847,97.60202633822504,6.0,9.0,0.5,647.0,848.0,91.0,4.7568247325538926e-14,65.86546424901097,11.0,1.0,2017.0,13.0
11,57.074683986320295,2.235410274863134,4.536517066481551,4.0,271.1420370244478,329.6042970377291,3.0,8.0,0.03,913.0,624.0,662.0,6.3674958915065534e-27,80.1052309580052,12.0,1.0,2017.0,13.0
12,56.673013262290965,0.9469257721497142,4.228136366040903,6.0,243.78643317403166,228.9673279523041,5.0,3.0,0.25,897.0,807.0,934.0,2.8386620457342134e-29,66.60280115851072,13.0,1.0,2017.0,13.0
13,79.98123050514877,1.5154586569600346,2.751578798211023,1.0,271.07389540328194,63.525379041704866,9.0,1.0,4.0,755.0,416.0,710.0,3.807484394037896e-08,85.61421542791922,14.0,1.0,2017.0,13.0
14,68.88708736628843,1.036745371802624,3.916515295386512,4.0,235.99188061184827,183.83234662082245,8.0,4.0,2.0,442.0,790.0,257.0,1.6993048904616075e-13,78.6066843310671,15.0,1.0,2017.0,13.0
15,50.08474225795544,2.389452136425541,3.126944049305542,2.0,253.1075357572325,286.6735556979692,5.0,3.0,0.25,706.0,451.0,912.0,8.022413343308861e-36,69.49527290238079,16.0,1.0,2017.0,13.0
16,75.54046881386746,8.071772767308433,4.062435266250654,4.0,245.08883725391837,204.63521735735765,9.0,1.0,4.0,766.0,168.0,598.0,7.480724172214793e-07,86.35173909660571,17.0,1.0,2017.0,13.0
17,44.64049526663519,2.167473827548199,4.426897712017728,7.0,247.03052932364358,321.72605381446556,9.0,1.0,4.0,566.0,712.0,978.0,1.0403530244319227e-18,68.16991783697686,18.0,1.0,2017.0,13.0
18,63.02475625376658,2.0083311621801636,3.7530392241535027,1.0,251.40020999155286,217.01986543019865,9.0,1.0,4.0,617.0,607.0,849.0,3.9650313294727073e-13,80.61954850116231,19.0,1.0,2017.0,13.0
19,48.91291609053874,5.56329891672249,4.5554630323307865,7.0,284.6751371984581,149.32908049156194,3.0,8.0,0.03,780.0,431.0,808.0,1.148623902866632e-43,58.63215593829395,20.0,1.0,2017.0,13.0
20,57.44292325026134,6.625551888113176,2.27283082630358,2.0,257.0016549506009,107.01841612923879,3.0,8.0,0.03,198.0,384.0,438.0,1.4469136227907788e-170,58.490647875032195,21.0,1.0,2017.0,13.0
21,58.4550944163444,4.4849005530767965,2.6051897146696374,5.0,242.9515108550324,273.0132068803113,6.0,9.0,0.5,769.0,282.0,593.0,2.3008461143200283e-11,67.2675235718575,22.0,1.0,2017.0,13.0
22,57.83065878967873,0.5586928593241227,5.11507693866549,5.0,270.0217468267857,240.8858607151145,4.0,6.0,0.1,454.0,954.0,411.0,4.0145920401915064e-62,65.35146442600035,23.0,1.0,2017.0,13.0
23,48.39157340018032,0.5258176804074202,2.017386330295791,3.0,235.4241165469426,164.0762918566759,8.0,4.0,2.0,791.0,857.0,514.0,1.0270769211292712e-09,65.35157826787761,24.0,1.0,2017.0,13.0
24,51.4839594326003,3.981235894027807,2.380469770155024,3.0,248.0614876905695,267.3536487425132,9.0,1.0,4.0,313.0,860.0,586.0,6.733832972997922e-27,64.29227441010002,25.0,1.0,2017.0,13.0
25,53.145173878360026,5.620378779117583,5.2076773674061,7.0,300.6135591153504,284.1453981957796,6.0,9.0,0.5,276.0,228.0,685.0,4.3106533291501525e-78,85.14431825107579,26.0,1.0,2017.0,13.0
26,56.46881687322381,1.2282607042798959,5.834678613204663,0.0,233.6728920272669,236.21633977206676,3.0,8.0,0.03,587.0,321.0,882.0,2.6870844858292047e-84,63.354256498183986,27.0,1.0,2017.0,13.0
27,65.52125135635485,1.8773603265879044,7.887004441037625,4.0,285.1308703477265,160.18992226485972,6.0,9.0,0.5,964.0,27.0,748.0,4.378068998280156e-12,85.79584381383991,28.0,1.0,2017.0,13.0
28,62.36531831673977,-0.9435356357731859,3.6591995054336657,6.0,323.42958364927654,277.1432230356234,6.0,9.0,0.5,188.0,993.0,274.0,1.8141356407307087e-170,74.50482774518281,29.0,1.0,2017.0,13.0
29,60.96282472957311,3.2801514080663363,5.3941347844355505,7.0,262.49754345789177,177.78048539488373,9.0,1.0,4.0,632.0,666.0,643.0,4.741313618425112e-10,79.82296938093883,30.0,1.0,2017.0,13.0
30,63.81838429262515,5.140224298333397,4.848378294924097,4.0,251.79760903689353,224.1992868221697,2.0,4.0,0.005,617.0,639.0,545.0,5.578853928686942e-61,52.123890296215436,31.0,1.0,2017.0,13.0
31,64.22934858916324,3.990038413828544,5.604078595781099,6.0,256.37808974146805,268.6521294502565,2.0,4.0,0.005,413.0,230.0,185.0,7.106360146184833e-12,72.9005011816143,1.0,2.0,2017.0,13.0
32,50.28912789646487,4.592753488145258,3.5041299790827916,3.0,228.36875575412745,194.70193363439904,9.0,1.0,4.0,647.0,4.0,923.0,2.142677543747825e-12,67.88557691326932,2.0,2.0,2017.0,13.0
33,54.30781237937116,-1.3565541502931415,4.154612192595434,2.0,244.53613358709072,186.77139673603546,1.0,2.0,0.0002,851.0,203.0,753.0,1.2535303177707214e-76,65.95935363240004,3.0,2.0,2017.0,13.0
34,59.19660821135351,3.3676458065632726,3.785233671122396,2.0,235.6707374805303,338.9366120507799,4.0,6.0,0.1,777.0,951.0,294.0,3.359681385820661e-21,58.09123182323966,4.0,2.0,2017.0,13.0
35,66.61383612899547,-0.40844884117642977,3.866132721234985,6.0,244.0776518783091,400.5226522034816,7.0,2.0,1.0,600.0,869.0,146.0,8.900498547875081e-13,78.97444572394032,5.0,2.0,2017.0,13.0
36,56.91923153194817,4.196941835026582,4.545737995959155,1.0,222.5371611686005,212.3567625009613,8.0,4.0,2.0,455.0,156.0,391.0,1.8575236477469584e-07,72.04542037782367,6.0,2.0,2017.0,13.0
37,72.61670750277469,3.0773784757532274,4.606604293896495,2.0,262.65071613148353,258.29567600434615,6.0,9.0,0.5,387.0,808.0,380.0,1.1656265708144323e-35,90.53468176791858,7.0,2.0,2017.0,13.0
38,79.36544672435078,3.074026523095469,6.631599208361052,2.0,251.933260405383,189.80697573534195,5.0,3.0,0.25,57.0,941.0,769.0,0.0,68.22925202181668,8.0,2.0,2017.0,13.0
39,44.991495717455585,3.3993460593954006,4.719326980054035,4.0,241.37859558114502,343.9239688454541,3.0,8.0,0.03,226.0,356.0,393.0,9.038061508692203e-103,81.68290188411342,9.0,2.0,2017.0,13.0
40,57.349706044728364,3.3602391229181587,5.972564443256485,7.0,232.9312473764464,130.42760810543805,3.0,8.0,0.03,897.0,340.0,352.0,2.4386342041885427e-09,66.23048832461976,10.0,2.0,2017.0,13.0
41,45.40809429764825,4.63783765664443,5.614146619922036,2.0,317.0552705990192,300.0398726653764,3.0,8.0,0.03,61.0,14.0,978.0,0.0,67.24809945189422,11.0,2.0,2017.0,13.0
42,62.15145358972922,6.33366984586175,4.111361535392286,3.0,232.20816512116676,257.65361841488385,5.0,3.0,0.25,884.0,785.0,884.0,2.7463171501079997e-27,87.7086817820416,12.0,2.0,2017.0,13.0
43,44.181201656754226,0.4574253823827177,5.347356234479021,3.0,254.51634061454945,354.89298418774297,3.0,8.0,0.03,133.0,181.0,577.0,0.0,92.4467187752281,13.0,2.0,2017.0,13.0
44,52.88343654988543,2.656363102179461,5.224365508966582,4.0,198.31402138700284,204.1927243416371,8.0,4.0,2.0,133.0,759.0,430.0,3.4925536815685906e-133,66.63779752139936,14.0,2.0,2017.0,13.0
45,54.35858202350566,2.408042945719364,5.0806931157856825,3.0,269.9179006284807,191.8513794058157,1.0,2.0,0.0002,662.0,173.0,88.0,4.982034029639631e-07,64.83454725199152,15.0,2.0,2017.0,13.0
46,54.596433114305306,3.2818486568240437,4.923624076363587,5.0,267.041468337746,409.0741188047856,3.0,8.0,0.03,671.0,283.0,286.0,3.343756885906308e-09,60.38970343032567,16.0,2.0,2017.0,13.0
47,54.86755291686308,2.030977659230182,2.815810773384349,4.0,234.16138482976748,236.7261749230408,3.0,8.0,0.03,394.0,615.0,117.0,9.647359180046011e-40,76.2238219776693,17.0,2.0,2017.0,13.0
48,59.0468862023349,2.527968114759398,5.433616923761095,3.0,220.06577441915346,288.6814356347504,1.0,2.0,0.0002,769.0,209.0,701.0,2.294348554462972e-79,63.70442269266913,18.0,2.0,2017.0,13.0
49,58.576854971449485,4.898940738903857,7.960234466840856,7.0,227.84884577201683,270.988449536118,4.0,6.0,0.1,734.0,477.0,415.0,1.0326902500961793e-13,64.52629135000839,19.0,2.0,2017.0,13.0
50,45.853917162071895,2.778256087113642,4.007462027596577,7.0,242.34280331453934,247.9108123887767,2.0,4.0,0.005,541.0,236.0,17.0,3.4426867877127883e-11,61.127962172885034,20.0,2.0,2017.0,13.0
51,48.465725454463964,4.040770750363844,7.816820499234167,6.0,268.10041665169257,223.30118059034834,3.0,8.0,0.03,281.0,108.0,766.0,1.7600947855085282e-242,50.774703686756474,21.0,2.0,2017.0,13.0
52,74.25629034574146,4.258307881922758,4.710337680008878,0.0,235.49868667229765,238.3151165333364,7.0,2.0,1.0,708.0,681.0,928.0,4.592413657079145e-24,67.88837607394429,22.0,2.0,2017.0,13.0
53,47.049290664352604,3.9990310081092884,2.5442572963041243,4.0,243.58968916896356,178.4497812151492,1.0,2.0,0.0002,259.0,2.0,768.0,0.0,49.353724992422826,23.0,2.0,2017.0,13.0
54,66.08082416730038,3.1272376442364735,7.530074334767715,1.0,289.558023256776,156.57854472814992,9.0,1.0,4.0,130.0,175.0,136.0,1.2421407856807813e-06,61.95634640906795,24.0,2.0,2017.0,13.0
55,47.56928643393038,0.8619251749522374,3.7126980860002994,7.0,238.304117107476,152.1903722481259,9.0,1.0,4.0,961.0,407.0,713.0,2.1502570449809475e-07,74.1017392113327,25.0,2.0,2017.0,13.0
56,56.60947191295885,3.2429492852503943,3.104433532715591,1.0,207.08707499294587,370.1403649137928,2.0,4.0,0.005,155.0,471.0,137.0,2.915842477418308e-216,74.59876804211144,26.0,2.0,2017.0,13.0
57,59.50618276756039,3.176519867099975,6.562706240337349,6.0,216.0904288828474,313.91242930166385,1.0,2.0,0.0002,117.0,387.0,872.0,0.0,93.97786790373505,27.0,2.0,2017.0,13.0
58,53.61042566430107,3.5945160781346974,5.280637732062974,5.0,249.04753255366282,285.57872066578,3.0,8.0,0.03,336.0,905.0,494.0,5.947195396747169e-166,62.25959059528052,28.0,2.0,2017.0,13.0
59,56.19799065638425,3.851477889557806,1.2126171814910522,0.0,274.227531316797,221.5298913447005,8.0,4.0,2.0,803.0,686.0,189.0,2.597297005255341e-06,70.31975942139233,29.0,2.0,2017.0,13.0
60,49.13487255344569,2.924620842309691,1.7660017184701298,6.0,256.6078353745179,214.8845318180557,8.0,4.0,2.0,153.0,148.0,972.0,1.6697858660336388e-257,69.54066518921921,30.0,2.0,2017.0,13.0
61,72.2922965108179,4.151583254201119,7.051019282587774,4.0,267.95477357875234,173.2905953524906,3.0,8.0,0.03,154.0,355.0,135.0,3.9391420017335086e-82,65.61944001351952,31.0,2.0,2017.0,5.0
62,66.14711466319885,1.4704459317400382,5.3452224416213765,7.0,247.72824910228175,163.79456480947692,7.0,2.0,1.0,361.0,238.0,851.0,1.746796953804851e-55,78.62782937779572,1.0,3.0,2017.0,5.0
63,54.050244694898204,0.6563983197131904,2.0047679151079274,1.0,285.6272136007026,137.78694419191743,8.0,4.0,2.0,867.0,410.0,341.0,1.0137086607266755e-05,68.12417870626723,2.0,3.0,2017.0,5.0
64,43.45028907363893,5.424182929928973,1.1365715717374725,2.0,252.64063225524697,49.05388201270941,6.0,9.0,0.5,478.0,711.0,237.0,5.695799336990131e-17,65.7344356032598,3.0,3.0,2017.0,5.0
65,46.84204421292993,2.859460857062429,4.03375551311154,1.0,259.03902219945564,180.34962622230555,8.0,4.0,2.0,326.0,950.0,672.0,6.152915414403679e-50,60.88584491042788,4.0,3.0,2017.0,5.0
66,59.16098128566956,1.3732862955461982,4.755780427524642,2.0,210.17367700683099,22.401025693083426,9.0,1.0,4.0,149.0,152.0,598.0,9.507502653816235e-55,60.516616015934616,5.0,3.0,2017.0,5.0
67,67.20584531813147,3.5266879460681606,3.221787168266834,4.0,231.2131064814619,227.52287617514196,6.0,9.0,0.5,495.0,100.0,628.0,8.156161885448895e-22,78.28830170254548,6.0,3.0,2017.0,5.0
68,49.76902057325156,3.1460801843800867,7.5892736183680345,4.0,253.11698978031376,247.8794467328948,2.0,4.0,0.005,977.0,759.0,749.0,3.620463054460977e-47,87.1637310007792,7.0,3.0,2017.0,5.0
69,56.215964623818444,1.7671697831807764,2.587669876032111,7.0,229.5585974816219,139.92787004994182,8.0,4.0,2.0,256.0,667.0,919.0,6.822497485983213e-101,71.72998795204985,8.0,3.0,2017.0,5.0
70,57.15053155046685,2.533703763139505,5.977464708806799,6.0,234.61763363893152,205.30387407284638,8.0,4.0,2.0,179.0,856.0,417.0,1.715151550528665e-86,62.31681666429334,9.0,3.0,2017.0,5.0
71,42.67305162523613,3.7104469790112207,4.507961689689148,4.0,259.49854236269226,44.19964350734733,9.0,1.0,4.0,735.0,937.0,372.0,2.5079000248263582e-08,67.67667532824858,10.0,3.0,2017.0,5.0
72,43.426622766814916,7.913497530503545,4.9010445485947125,2.0,230.4892850570713,268.4401064077138,5.0,3.0,0.25,376.0,911.0,722.0,1.2137053752713875e-105,76.24044014423981,11.0,3.0,2017.0,5.0
73,67.9722685649818,1.8336984607742433,3.970473853407791,7.0,211.2522199549464,180.3269835853167,5.0,3.0,0.25,733.0,138.0,211.0,8.695803729295435e-05,81.73303831230729,12.0,3.0,2017.0,5.0
74,51.86456887577176,2.6115463791950364,4.571682285713129,5.0,221.55181098074885,337.02415821821705,2.0,4.0,0.005,477.0,660.0,655.0,9.8958878618137e-135,76.50310798271957,13.0,3.0,2017.0,5.0
75,64.74607660284708,1.3201215462390514,2.7880998799621866,4.0,230.06159763367353,252.68918261784557,1.0,2.0,0.0002,162.0,979.0,266.0,0.0,64.26644942202248,14.0,3.0,2017.0,5.0
76,77.30904271964182,3.232871010661088,6.962125440339382,6.0,196.34717417005072,219.37630387876655,1.0,2.0,0.0002,65.0,282.0,648.0,0.0,78.61345784135659,15.0,3.0,2017.0,5.0
77,74.64695909711459,-0.14941190887632683,5.427764663225495,2.0,215.50549466297156,165.1322449234033,6.0,9.0,0.5,469.0,291.0,323.0,3.4422639623366594e-09,73.72459979167567,16.0,3.0,2017.0,5.0
78,71.58826813284152,1.3708807191149237,3.125007466108501,5.0,241.11359126280732,207.33728345792758,2.0,4.0,0.005,919.0,851.0,199.0,4.518398702057536e-24,81.26786031612036,17.0,3.0,2017.0,5.0
79,41.94187105072719,2.8036527579672863,4.552168162124302,2.0,213.9972190490528,117.34301625520104,5.0,3.0,0.25,81.0,326.0,776.0,0.0,82.70209539689739,18.0,3.0,2017.0,5.0
80,76.43248282742184,2.5087651260462533,5.496857769718611,1.0,271.9649930366731,103.56148346734213,1.0,2.0,0.0002,564.0,456.0,268.0,5.667403031978544e-39,59.70778582588881,19.0,3.0,2017.0,5.0
81,69.93621038770803,5.369177095672152,4.328600862929649,2.0,221.2719152030275,153.98356950553548,1.0,2.0,0.0002,623.0,949.0,170.0,2.015607002107237e-102,96.2783106657673,20.0,3.0,2017.0,5.0
82,71.19206038662904,0.9425540663952572,5.233447498225965,1.0,256.3404497164072,170.36181322367227,8.0,4.0,2.0,528.0,64.0,84.0,0.0001400880467130975,64.39759384014127,21.0,3.0,2017.0,5.0
83,49.58529668039009,2.939554966820675,6.006400601273511,1.0,271.3268072486161,106.98243780339081,3.0,8.0,0.03,355.0,821.0,336.0,5.603877555476585e-99,66.94621056961013,22.0,3.0,2017.0,5.0
84,58.12105659253459,1.9808440516997718,3.8231054835383045,6.0,270.73378131776406,123.77792168978452,8.0,4.0,2.0,115.0,725.0,58.0,4.262121470302976e-113,55.122208701489896,23.0,3.0,2017.0,5.0
85,69.60888941526596,5.3407864136559455,4.479826425463428,0.0,243.96238826783568,106.10329180064642,7.0,2.0,1.0,604.0,523.0,168.0,1.9036991728708074e-07,59.90581590836936,24.0,3.0,2017.0,5.0
86,86.72118039926116,4.4377102905124275,1.6128114909958593,2.0,273.320249895359,246.3831004612276,7.0,2.0,1.0,249.0,827.0,387.0,1.0189696207195751e-60,67.01058681108114,25.0,3.0,2017.0,5.0
87,46.538222993739005,1.0391028455172044,3.7102853844868737,0.0,233.00752048994747,146.6525389505042,4.0,6.0,0.1,147.0,111.0,214.0,2.7687068674409687e-19,58.789524546997484,26.0,3.0,2017.0,5.0
88,49.908063991280905,2.28678675782956,5.371090655319897,2.0,287.91837125733923,268.428201570022,5.0,3.0,0.25,6.0,226.0,149.0,0.0,53.34088864000776,27.0,3.0,2017.0,5.0
89,57.73964479147321,1.1712006142771687,5.454854537406727,4.0,231.1074357766265,197.47372076003853,3.0,8.0,0.03,979.0,688.0,554.0,1.957248795486496e-20,64.68528929349458,28.0,3.0,2017.0,5.0
90,67.42503707601475,4.505335114485773,6.436232362843278,2.0,249.04079643656948,270.6360835122778,5.0,3.0,0.25,195.0,232.0,518.0,5.638275569449773e-106,43.70355253128407,29.0,3.0,2017.0,5.0
91,57.433430740397796,4.137856680292117,5.084707350398377,4.0,278.66401816881205,277.20919978034266,7.0,2.0,1.0,536.0,123.0,340.0,1.5318134318082327e-06,86.86231386773402,30.0,3.0,2017.0,5.0
92,57.35829165627698,3.378328837234497,4.725074841441157,2.0,227.5687234769674,251.15883179391378,6.0,9.0,0.5,48.0,598.0,311.0,0.0,62.80003681947552,31.0,3.0,2017.0,5.0
93,57.17219174558884,4.827502469394631,4.519462378178528,4.0,265.0898939397498,279.75547094748214,1.0,2.0,0.0002,917.0,340.0,625.0,5.744842086373396e-48,85.63410182067265,1.0,4.0,2017.0,5.0
94,60.559638973260284,2.4223722655983493,2.813788904018982,7.0,276.935546069449,207.99338287842448,2.0,4.0,0.005,260.0,899.0,148.0,7.648519825151551e-280,66.3265973008049,2.0,4.0,2017.0,5.0
95,77.27653507896395,4.89502885463761,3.6374734046864172,1.0,219.84069690299722,122.15638728508073,4.0,6.0,0.1,97.0,452.0,882.0,0.0,64.17223544379019,3.0,4.0,2017.0,5.0
96,56.039558377158286,3.83133617382616,0.18910724234202814,0.0,223.15078059717456,113.46847661717239,5.0,3.0,0.25,684.0,132.0,368.0,4.9335046679070185e-06,77.54219007393034,4.0,4.0,2017.0,5.0
97,47.98256352811586,3.792594832050867,7.080085101217396,5.0,277.8100261793981,143.85068458727812,4.0,6.0,0.1,880.0,729.0,689.0,8.576451409953008e-25,69.37498112383791,5.0,4.0,2017.0,5.0
98,61.67801486843475,3.148526877412796,6.565960163060282,6.0,275.91907012429664,168.49231179641188,4.0,6.0,0.1,878.0,939.0,268.0,3.3287110771958485e-17,65.61991903293747,6.0,4.0,2017.0,5.0
99,69.90402739625277,2.4535520667690354,4.8966729137564915,3.0,275.6223815605161,129.70011238676042,9.0,1.0,4.0,718.0,849.0,113.0,3.9955124521169436e-07,68.20889510606855,7.0,4.0,2017.0,5.0
100,81.58994462682645,3.301438882354268,3.596728979276576,6.0,286.93732393277253,186.40658013384834,3.0,8.0,0.03,813.0,697.0,409.0,2.585469178335516e-20,69.86512662085522,8.0,4.0,2017.0,5.0
101,58.04225717884443,4.573787401934904,4.43348093273713,6.0,280.33104576548743,147.95340653151058,5.0,3.0,0.25,788.0,500.0,958.0,4.141267824789146e-33,64.33395306770956,9.0,4.0,2017.0,5.0
102,58.881241090788585,2.2619246332212652,2.9867262459041695,1.0,265.26762926875864,38.73090506746475,9.0,1.0,4.0,945.0,495.0,142.0,2.2924898937052335e-05,69.93302986298626,10.0,4.0,2017.0,5.0
103,60.78942205884905,1.124729437599144,7.1485577894702494,0.0,273.82072875560556,157.88398757815096,1.0,2.0,0.0002,141.0,333.0,836.0,0.0,52.633654270200054,11.0,4.0,2017.0,5.0
104,75.46120319109895,1.3197460097241325,5.601222167608462,7.0,242.08794448277814,94.2727149707677,8.0,4.0,2.0,509.0,817.0,763.0,2.9908438681843984e-24,62.26739999892236,12.0,4.0,2017.0,5.0
105,69.3705246364295,2.3925919844311476,4.025860525997235,0.0,251.74422741894733,125.95836794290423,7.0,2.0,1.0,230.0,952.0,316.0,1.46131237417979e-80,68.67255110176076,13.0,4.0,2017.0,5.0
106,58.058945039464746,3.5864786311295376,5.874595728558227,6.0,295.142995268434,252.27741337254452,4.0,6.0,0.1,429.0,848.0,129.0,1.6647558451354796e-44,79.17487129028345,14.0,4.0,2017.0,5.0
107,61.57089741975322,3.9892270797842095,5.17514994124585,0.0,245.9753125331212,139.965392194031,9.0,1.0,4.0,999.0,168.0,746.0,2.822008783315886e-07,75.77747570259174,15.0,4.0,2017.0,5.0
108,65.99606633910648,4.461002814492333,3.2723501022026893,4.0,217.19563393478873,172.69637314991837,4.0,6.0,0.1,442.0,344.0,88.0,3.5566031217579704e-10,72.75520684044719,16.0,4.0,2017.0,5.0
109,49.61102918533111,2.017290254958051,4.924694306830288,4.0,233.69439317768914,108.23439323081513,5.0,3.0,0.25,615.0,200.0,969.0,2.217313755804178e-48,73.38582695271573,17.0,4.0,2017.0,5.0
110,54.3657635364481,1.7108332345143011,3.3932086865006044,4.0,232.05409509292176,115.98511580314732,6.0,9.0,0.5,410.0,163.0,543.0,1.804696852587638e-22,54.64106849604346,18.0,4.0,2017.0,5.0
111,83.72656892326037,3.359881227619163,3.776136500884954,3.0,207.42541270707846,115.55061308252358,9.0,1.0,4.0,839.0,730.0,694.0,2.145991801712605e-08,60.93679906877375,19.0,4.0,2017.0,5.0
112,31.90079365574153,2.0028813547299724,3.1623547064926667,6.0,196.25362372283809,100.45033215706682,7.0,2.0,1.0,268.0,456.0,465.0,5.604153545369998e-35,81.34829061314667,20.0,4.0,2017.0,5.0
113,64.60108365253528,1.3249143888880814,4.208436815440093,3.0,188.66605959676738,180.01517582163285,4.0,6.0,0.1,859.0,760.0,241.0,5.846144915797052e-13,53.65255977850219,21.0,4.0,2017.0,5.0
114,60.43564441852406,2.752260989945179,3.7798767025807294,4.0,229.59228301524226,112.53077783597824,8.0,4.0,2.0,997.0,567.0,789.0,1.7545556658478324e-09,70.85866293994661,22.0,4.0,2017.0,5.0
115,69.8279465043392,2.4985156015192587,5.772966768658763,4.0,226.9488840928938,291.65741353883436,2.0,4.0,0.005,810.0,707.0,994.0,3.330429095321419e-103,49.24644810449662,23.0,4.0,2017.0,5.0
116,72.19122768612633,1.3506658295344325,5.720524201470666,7.0,204.8152440417654,188.37969654907,5.0,3.0,0.25,348.0,574.0,202.0,3.871545195499024e-25,68.89164561563645,24.0,4.0,2017.0,5.0
117,59.91623744466894,5.652160491898896,4.728546603032432,3.0,213.0307219125158,118.81556611145035,8.0,4.0,2.0,318.0,114.0,765.0,1.3492767362697666e-37,76.91079823603008,25.0,4.0,2017.0,5.0
118,67.61050331015001,4.935796390847902,6.9555621147872815,1.0,258.22647945216715,10.569440738193691,3.0,8.0,0.03,99.0,423.0,818.0,0.0,78.69846074953769,26.0,4.0,2017.0,5.0
119,48.25439047090324,2.257478621530431,4.660402331284131,7.0,233.93359866286974,226.72959873942932,5.0,3.0,0.25,287.0,439.0,398.0,1.7764782603380221e-41,73.56979799013766,27.0,4.0,2017.0,5.0
120,63.625345280137246,1.260779503865571,5.636269384734757,0.0,227.68830798147278,328.49725816196377,7.0,2.0,1.0,520.0,292.0,122.0,1.16114247435435e-05,72.05803974660533,28.0,4.0,2017.0,5.0
121,54.12541100933946,3.5463877161588506,3.8534467797929297,3.0,230.56065966594548,143.9549997382174,8.0,4.0,2.0,136.0,869.0,305.0,1.0713039552065303e-126,72.00776229237222,29.0,4.0,2017.0,5.0
122,52.877000353483034,4.05062482763622,2.403386593218931,1.0,244.8216710569472,63.90578345255959,6.0,9.0,0.5,716.0,28.0,612.0,3.824693910488535e-12,64.99172878421219,30.0,4.0,2017.0,5.0
123,62.79201371154226,1.3966416909810206,4.216560975494694,4.0,307.59716429199545,233.809649014461,8.0,4.0,2.0,81.0,261.0,96.0,3.5784791904209555e-32,71.38327102177453,31.0,4.0,2017.0,5.0
124,69.4610156442605,4.165875538731261,6.409036521777763,2.0,250.90507766600598,297.61489743998953,1.0,2.0,0.0002,731.0,725.0,259.0,1.5458072480290839e-49,76.92509973437777,1.0,5.0,2017.0,5.0
125,67.57935666747231,1.6007930180950194,2.879399758003789,7.0,306.3457759053479,193.4430559642388,9.0,1.0,4.0,615.0,632.0,506.0,3.4103451368320934e-08,74.47265536277567,2.0,5.0,2017.0,5.0
126,73.44018487208714,2.8628773299728385,5.995618359733047,7.0,259.5346408793556,133.75979999458087,6.0,9.0,0.5,559.0,810.0,825.0,4.7789202386659826e-43,44.93108136746307,3.0,5.0,2017.0,5.0
127,55.85412253806924,4.32741452216804,1.109373925361992,4.0,302.00603076655113,127.86407395427238,8.0,4.0,2.0,129.0,595.0,596.0,2.3588849450611347e-168,64.96258167180265,4.0,5.0,2017.0,5.0
128,54.638674218730536,2.4542803309875425,7.63006026287149,6.0,223.81289400351744,179.93738606985306,5.0,3.0,0.25,176.0,766.0,319.0,2.2805596535139736e-172,77.68783097996317,5.0,5.0,2017.0,5.0
129,60.887488490421894,1.4129987322533544,4.494493567452985,0.0,249.0158554192055,25.134814801786547,2.0,4.0,0.005,548.0,172.0,611.0,4.0441541827244194e-61,79.3528033757664,6.0,5.0,2017.0,5.0
