,avg poll conc.,stack speed,wind speed,Wind dir,Stack height,Q,long,lat,Z0,X,Y,Z,conc. at a point,output,day,month,year
30,67.63096109,3.01625773,4.987208117,0,206.836642,118.4546937,9,1,4,640,197,827,5.57E-11,67.40972347,31,1,2017
31,59.17820665,2.288368745,3.817380666,2,253.3893969,274.9070963,1,2,0.0002,318,17,132,0.006273605,75.43801248,1,2,2017
32,71.3634352,-0.26165949,6.476221403,1,224.0081201,176.2557735,1,2,0.0002,867,62,226,1.19E-05,72.67570251,2,2,2017
33,40.46856565,1.900321941,3.414612573,5,241.2952715,177.013573,9,1,4,104,445,42,1.49E-36,65.74557109,3,2,2017
34,42.17673958,3.639433771,3.117632148,4,234.8196164,213.1102143,7,2,1,175,274,872,3.15E-237,60.28142105,4,2,2017
35,60.25788261,4.432944111,3.247849918,0,231.4267358,208.0223841,5,3,0.25,211,186,93,1.14E-09,54.431196,5,2,2017
36,83.46085212,3.282874173,5.930968637,3,242.9677142,289.2626154,5,3,0.25,514,64,152,0.000357645,68.32028392,6,2,2017
37,51.53573795,3.340517606,4.672752797,5,274.5102118,141.1790918,9,1,4,581,755,290,5.32E-08,82.88749158,7,2,2017
38,47.46484597,1.924974134,1.700370138,7,237.3342492,385.7887189,3,8,0.03,892,827,874,7.19E-49,61.53750483,8,2,2017
39,64.73108965,2.489527968,7.240731841,0,214.9862303,305.5126919,1,2,0.0002,973,55,850,3.70E-76,76.68797126,9,2,2017
40,64.28926121,4.40271745,5.392495679,3,221.6162231,295.8735936,4,6,0.1,622,215,741,1.94E-36,77.33513878,10,2,2017
41,61.89180745,3.670091388,5.509075196,6,237.492391,153.9801907,5,3,0.25,505,664,830,9.56E-62,63.62608366,11,2,2017
42,72.11892368,5.105849901,3.681959799,7,280.3953453,127.5158698,3,8,0.03,391,861,488,2.05E-114,50.32332172,12,2,2017
43,65.34084172,1.570960651,4.685842387,1,269.977204,212.8110914,8,4,2,486,669,429,1.19E-12,65.47014835,13,2,2017
44,61.42593642,2.167464501,5.639359786,2,286.0036486,149.9122939,8,4,2,668,596,381,4.13E-08,48.37549479,14,2,2017
45,68.62724991,4.079398183,3.68027707,4,314.7253639,247.9576558,1,2,0.0002,125,830,932,0,64.21193845,15,2,2017
46,50.80404074,2.360213277,5.876629011,1,247.239067,294.4158382,9,1,4,884,655,281,2.38E-06,87.07965672,16,2,2017
47,60.77327976,2.602701012,6.117609803,2,272.2081303,204.7688721,6,9,0.5,496,24,586,5.19E-19,69.36441126,17,2,2017
48,60.46098919,5.336887633,4.926197423,2,217.9049774,80.89261756,9,1,4,706,258,170,3.40E-05,66.35373388,18,2,2017
49,63.36671931,2.287040033,4.423898481,3,229.5745939,134.5027184,5,3,0.25,188,284,968,0,70.06034953,19,2,2017
50,48.72627563,4.492567087,3.562986774,3,244.2302848,155.0574636,8,4,2,628,48,671,7.80E-11,77.27220606,20,2,2017
51,63.41152043,2.947879406,4.748058465,7,258.7816398,291.9583505,6,9,0.5,155,346,59,7.86E-35,96.09530995,21,2,2017
52,55.1739395,3.494028527,6.832581029,0,265.9140049,86.12944632,7,2,1,686,2,426,4.26E-07,77.19637981,22,2,2017
53,57.13072853,5.795368583,3.604283014,2,271.9558113,96.10308986,5,3,0.25,783,122,573,5.94E-12,82.52370921,23,2,2017
54,56.94508335,3.093865692,5.687934128,2,250.8579785,166.0834081,8,4,2,832,607,517,2.96E-08,48.36419118,24,2,2017
55,38.91748329,2.541286445,3.554695306,7,262.2847488,159.4426172,9,1,4,969,667,393,1.93E-06,68.07502205,25,2,2017
56,58.41935472,4.071349258,3.743726532,6,274.4657532,281.2085342,1,2,0.0002,884,556,364,1.07E-29,65.25261859,26,2,2017
57,35.06439347,2.823448777,6.46763585,3,256.2928386,174.5980889,4,6,0.1,958,790,88,5.96E-12,77.25355628,27,2,2017
58,53.74756044,5.035691195,3.053963324,3,225.3066825,277.1377487,9,1,4,156,17,481,6.40E-29,74.85757437,28,2,2017
59,51.91646559,3.982623536,2.135333442,5,300.5897908,276.6833352,2,4,0.005,994,371,320,1.05E-09,79.79303715,29,2,2017
60,65.51335236,5.792339577,3.722614397,5,245.8954656,187.1605428,3,8,0.03,760,477,258,3.81E-11,68.56702035,30,2,2017
61,51.26008135,2.325595982,6.274490899,2,256.8633687,205.825807,8,4,2,359,496,594,2.11E-23,61.75054458,31,2,2017
62,61.65679935,2.146352008,3.344619327,2,247.94912,252.6185555,2,4,0.005,33,146,525,0,76.72633791,1,3,2017
63,54.24831624,1.161997792,2.292884495,3,240.1187511,123.3648487,2,4,0.005,461,367,294,5.98E-27,56.81174749,2,3,2017
64,51.2865938,2.552657073,2.850172147,5,237.3881638,181.0941005,1,2,0.0002,928,337,537,1.46E-34,56.82640394,3,3,2017
65,52.7739134,2.688024021,5.668289784,3,264.9436812,145.6423056,6,9,0.5,165,227,547,2.30E-125,62.45252705,4,3,2017
66,67.67133094,2.752595305,5.455623976,4,247.9660105,101.4719999,3,8,0.03,103,375,73,2.82E-214,67.84414931,5,3,2017
67,64.37779528,1.571633136,4.314957555,6,285.8256961,131.2758193,9,1,4,806,394,603,3.72E-07,78.89162567,6,3,2017
68,57.45078649,2.93424099,6.908557833,5,261.003492,133.8784111,9,1,4,967,416,540,1.21E-06,75.72862754,7,3,2017
69,69.63888492,2.430306332,4.596173379,3,233.7470413,144.9929941,1,2,0.0002,427,362,858,0,49.69699834,8,3,2017
70,75.8129767,3.928813211,4.504576052,2,262.8184144,115.8605503,2,4,0.005,996,314,17,3.72E-07,63.26075871,9,3,2017
71,36.25210017,1.340189505,3.706640873,4,230.6799888,210.7357997,5,3,0.25,273,869,196,4.91E-81,62.31239655,10,3,2017
72,58.23736404,5.344500884,5.513069494,7,295.4786358,155.9461497,9,1,4,231,799,994,1.63E-93,82.4863022,11,3,2017
73,52.54283097,1.733916873,5.105641366,5,243.9605273,125.2266332,3,8,0.03,857,76,455,4.65E-11,81.02595004,12,3,2017
74,59.77101785,5.257980799,3.291626482,1,253.2220081,113.2652128,2,4,0.005,832,594,911,8.17E-79,68.93265267,13,3,2017
75,43.52837926,1.550222377,1.17035831,6,253.7766958,219.6355411,2,4,0.005,94,485,64,0,72.87160322,14,3,2017
76,58.33095133,2.854852022,6.126347111,2,245.438625,165.7906837,5,3,0.25,540,899,223,1.02E-25,77.32188759,15,3,2017
77,43.62301847,4.270448375,4.639084726,4,275.3381203,272.9890161,5,3,0.25,922,915,194,3.36E-12,62.20649396,16,3,2017
78,56.27469965,2.435956424,3.755687506,6,275.2028012,258.5014397,2,4,0.005,66,52,934,0,52.68575795,17,3,2017
79,54.52722341,2.894132048,2.316656818,0,247.7878968,263.3841087,8,4,2,998,52,823,7.87E-09,65.39465898,18,3,2017
80,75.4412244,0.644924069,5.950576718,2,199.3297661,137.1269532,4,6,0.1,587,242,460,5.55E-16,61.40530518,19,3,2017
81,65.18874476,3.159907601,6.406550785,3,206.1966607,163.8788093,4,6,0.1,120,82,207,7.19E-21,70.92234542,20,3,2017
82,56.72722055,-0.498007911,3.110849585,1,269.9473171,221.8470537,7,2,1,104,626,18,5.66E-163,79.19003334,21,3,2017
83,71.39989555,0.274541432,5.305206353,1,215.4712321,68.90785249,1,2,0.0002,909,648,316,7.40E-31,67.32028301,22,3,2017
84,54.70440601,0.142186007,3.645546297,3,215.8268015,278.8628822,9,1,4,448,766,345,2.06E-10,62.19959017,23,3,2017
85,56.32962394,2.984874594,7.519526895,6,281.1999506,88.81131568,1,2,0.0002,75,466,477,0,80.44046741,24,3,2017
86,56.51885543,3.017126973,4.980084245,6,345.2509657,136.5803527,5,3,0.25,287,786,533,9.65E-106,78.81576301,25,3,2017
87,60.94390214,1.567379967,6.030530182,6,254.801915,183.0333283,7,2,1,101,741,94,4.11E-221,76.28772303,26,3,2017
88,63.24859454,2.884585993,4.088656359,0,240.2593219,280.6951394,3,8,0.03,818,130,859,3.70E-41,85.09593322,27,3,2017
89,48.25803968,1.129034768,5.177879677,3,256.1374928,286.1070204,3,8,0.03,384,383,46,1.08E-20,85.78385692,28,3,2017
90,89.14468161,3.339268767,4.03640763,6,254.4397053,56.96762156,9,1,4,390,905,790,2.71E-27,81.52714232,29,3,2017
91,49.5347243,1.375501051,3.934609166,0,205.4504403,110.5868258,7,2,1,353,106,446,2.35E-14,71.1820904,30,3,2017
92,39.05792371,3.598575622,2.623985697,7,249.5962006,246.7951924,7,2,1,338,907,780,6.10E-79,55.93289759,31,3,2017
93,54.55306671,4.945797973,5.966181005,5,253.2082215,249.5346221,2,4,0.005,867,289,243,5.89E-08,72.00900214,1,4,2017
94,62.18800864,1.261745123,4.843383044,1,260.6990933,163.0841084,7,2,1,624,94,364,2.45E-06,62.90965423,2,4,2017
95,58.70836355,1.519408899,3.874767644,2,246.1629672,182.5842878,1,2,0.0002,684,124,38,2.98E-07,56.58671193,3,4,2017
96,61.16851407,3.84625799,4.758064754,7,254.2003419,90.77416696,4,6,0.1,900,422,366,6.71E-09,77.08476065,4,4,2017
97,40.47677139,0.817515882,6.217889511,6,236.4596925,282.1336451,7,2,1,930,13,136,4.27E-05,72.4471715,5,4,2017
98,58.79225865,5.022309112,4.288679053,5,277.7639921,92.56411568,7,2,1,156,818,324,3.96E-133,52.16892728,6,4,2017
99,73.04386718,1.151867005,1.157585391,5,260.5164426,182.5691953,6,9,0.5,203,251,49,4.61E-14,47.61700324,7,4,2017
100,65.90088566,1.86404478,5.403920682,0,300.9303602,248.9721307,8,4,2,694,653,559,2.44E-10,63.53582365,8,4,2017
101,49.88367453,3.513253566,6.856491238,4,202.1324989,250.6867234,2,4,0.005,820,638,369,2.54E-24,66.54598013,9,4,2017
102,44.00490633,5.735738527,1.762641616,3,271.3277033,200.9561694,5,3,0.25,872,725,954,3.57E-30,62.75472361,10,4,2017
103,67.71640556,5.221810128,5.359811589,0,245.0831184,155.7018119,5,3,0.25,988,410,126,6.56E-06,50.01731693,11,4,2017
104,66.21373124,5.76331407,4.915514821,0,247.3003557,221.9667006,5,3,0.25,938,547,23,3.07E-07,67.67930454,12,4,2017
105,61.73304615,2.66235318,5.446809545,4,283.2935351,219.5869796,3,8,0.03,550,660,311,2.35E-30,84.3627129,13,4,2017
106,68.25393063,2.134812681,5.696284604,4,235.908515,109.1642894,5,3,0.25,525,828,563,1.38E-38,73.80755956,14,4,2017
107,76.61716253,4.669772691,6.268036328,7,200.7394178,317.3961318,6,9,0.5,76,357,969,0,67.62672018,15,4,2017
108,56.1366142,2.469965707,4.486525137,7,277.3505854,163.4685923,7,2,1,267,906,642,6.70E-96,68.95626955,16,4,2017
109,43.41759716,1.85798853,3.788796645,4,278.9376115,206.106703,7,2,1,632,190,348,2.12E-06,73.74046545,17,4,2017
110,46.4554619,1.664568145,4.978606762,1,260.8009718,118.4487447,8,4,2,685,340,317,3.61E-06,93.75235569,18,4,2017
111,62.75586796,1.787780696,2.669138462,5,272.2993081,213.3382539,6,9,0.5,925,630,86,5.01E-07,66.97814068,19,4,2017
112,49.19240433,2.04810896,6.127220011,1,250.9320787,157.4839975,3,8,0.03,493,371,833,2.45E-106,69.66723996,20,4,2017
113,52.3298068,0.903266873,4.539173242,5,256.037423,91.1917092,4,6,0.1,349,775,40,4.75E-57,72.93673909,21,4,2017
114,63.02630591,0.737892025,4.016003058,7,229.1619677,192.7242245,2,4,0.005,398,729,18,1.35E-86,75.81052736,22,4,2017
115,70.15651863,2.488358939,7.222044986,6,264.0459974,183.6980243,7,2,1,665,790,685,5.03E-19,63.46341844,23,4,2017
116,67.08240942,2.324641856,4.19415924,5,216.3848799,347.2596238,3,8,0.03,272,670,739,0,63.80103752,24,4,2017
117,61.45967738,3.080241034,6.138618625,7,230.875954,216.6461984,2,4,0.005,70,845,648,0,69.24851409,25,4,2017
118,62.69823748,1.686317877,4.18495248,6,226.0466932,157.7421576,3,8,0.03,827,729,235,1.94E-16,73.07345279,26,4,2017
119,55.24801997,3.929615789,3.334959636,6,192.3731514,218.9729832,1,2,0.0002,648,144,865,1.11E-174,80.981798,27,4,2017
120,70.95757434,5.274440904,3.183248663,1,268.094676,199.3950028,9,1,4,845,41,644,9.09E-07,63.67601922,28,4,2017
121,67.94856945,4.79621852,4.332623025,5,277.7139048,193.849678,1,2,0.0002,516,318,621,2.04E-138,60.79156535,29,4,2017
122,48.54666846,3.346904586,2.692554012,2,239.8798228,178.471269,9,1,4,277,970,350,5.08E-27,67.55349452,30,4,2017
123,49.88139864,2.398711656,4.708939822,6,246.6608056,288.9079285,4,6,0.1,972,89,112,0.000121205,79.3390234,31,4,2017
124,68.46121821,4.704107994,3.943688918,3,277.2626881,237.5985685,3,8,0.03,86,293,17,5.07E-255,74.54504114,1,5,2017
125,58.62606233,3.47714425,4.204389154,4,261.0623181,100.1600274,7,2,1,652,845,850,1.91E-26,73.88551355,2,5,2017
126,65.38685387,5.441241049,3.742491399,0,247.7337228,312.5429953,8,4,2,817,32,784,4.21E-10,81.64294771,3,5,2017
127,48.10558763,5.309138947,5.204297876,0,253.2312029,154.4130023,3,8,0.03,80,345,162,3.98E-287,81.19737897,4,5,2017
128,53.24967818,4.461092097,2.101261891,5,244.7078483,105.5504908,8,4,2,48,963,736,0,76.22780547,5,5,2017
129,59.67947914,1.751098333,5.241952874,6,269.2186127,207.2435941,5,3,0.25,782,267,775,3.66E-21,55.87048016,6,5,2017
130,67.33525592,2.338111515,4.584340227,5,272.6450329,329.7873433,1,2,0.0002,585,726,513,4.12E-125,79.16013929,7,5,2017
131,61.93335336,4.078923029,5.984691348,0,252.7300914,247.3239429,4,6,0.1,876,482,619,1.18E-17,70.72334625,8,5,2017
132,46.08459165,4.211128199,2.995436115,7,233.7518855,219.7613103,4,6,0.1,393,807,99,1.18E-47,85.10506399,9,5,2017
133,62.46598084,5.652203365,4.24144941,0,240.7091683,124.8970867,9,1,4,351,624,134,1.94E-09,85.74500897,10,5,2017
134,71.46971144,2.71298531,5.157058622,6,248.2241943,229.0110171,4,6,0.1,130,847,178,0,75.09952766,11,5,2017
135,67.10732077,1.678380234,2.337402019,1,241.621435,101.1526517,7,2,1,922,496,327,3.25E-06,80.06570581,12,5,2017
136,74.38055359,2.353939169,3.695165516,3,280.4995262,228.8742737,5,3,0.25,749,194,350,1.07E-06,65.84405561,13,5,2017
137,78.9426848,2.652854434,2.078786895,2,230.526958,154.5947499,6,9,0.5,726,77,388,2.84E-06,64.95928003,14,5,2017
138,75.36018192,5.613132816,2.238180168,3,209.3326181,180.7690129,1,2,0.0002,390,525,990,0,63.49889291,15,5,2017
139,57.41864512,2.545714139,4.917670226,7,226.637528,217.6438524,6,9,0.5,975,425,693,1.17E-11,60.56019938,16,5,2017
140,75.94667631,4.368468472,6.931674274,1,301.4322379,225.0556482,8,4,2,636,344,389,6.42E-07,70.82023357,17,5,2017
141,68.55789675,4.047680959,3.969205135,1,231.9651624,136.8331242,9,1,4,489,945,657,2.11E-16,69.96415752,18,5,2017
142,41.88140316,3.236819392,7.68442677,3,221.9858798,234.373972,4,6,0.1,185,982,123,1.79E-296,50.89223026,19,5,2017
143,44.32222206,4.123358513,4.953818843,0,277.8784778,154.4821204,2,4,0.005,840,369,666,8.24E-38,68.21760312,20,5,2017
144,61.47885375,2.628319883,4.353555948,2,271.0739576,207.977286,1,2,0.0002,733,324,315,3.06E-20,52.87741452,21,5,2017
145,64.87136157,3.660145549,4.456049668,6,222.540051,228.1999967,9,1,4,976,993,320,4.95E-07,69.78062781,22,5,2017
146,70.22944604,3.27521861,7.172195024,6,218.7074221,240.0943771,6,9,0.5,563,188,397,6.33E-09,70.33902099,23,5,2017
147,57.96892699,0.788054948,4.769103025,7,258.2821941,225.9672909,5,3,0.25,826,507,357,4.50E-09,80.29436604,24,5,2017
148,73.44782933,4.960392513,4.375662859,3,267.547299,240.9620502,7,2,1,6,580,132,0,75.67704556,25,5,2017
149,79.34319143,4.507079801,4.440395355,1,235.7923021,246.0205798,3,8,0.03,606,571,221,4.83E-18,89.56925639,26,5,2017
150,41.72618909,3.354485845,5.398141934,5,221.0424021,274.1736766,5,3,0.25,35,190,97,8.34E-244,84.62976742,27,5,2017
151,45.82379299,2.302930611,1.59347385,3,286.9935798,145.0228731,8,4,2,871,943,320,3.82E-08,89.13817018,28,5,2017
152,63.15935035,3.149531517,4.462211627,1,294.7221743,191.9184537,1,2,0.0002,233,358,406,2.51E-287,65.76199585,29,5,2017
153,44.71019555,3.32465586,4.072187239,6,263.8913732,346.6692911,2,4,0.005,737,306,798,7.66E-67,81.75843358,30,5,2017
154,51.77561657,-0.353829025,4.50865886,6,259.978562,132.5913032,4,6,0.1,799,142,918,5.25E-36,75.33175179,31,5,2017
155,60.90489169,4.770276568,3.875183227,2,289.8915316,198.7638221,1,2,0.0002,665,558,454,1.51E-64,74.32099981,1,6,2017
156,45.08544796,1.946854348,5.162776938,3,244.6616786,208.0817914,6,9,0.5,938,893,179,5.18E-10,83.57663892,2,6,2017
157,60.92963395,2.117598502,3.351853554,4,269.6299083,270.343142,8,4,2,975,143,382,1.64E-05,64.76273514,3,6,2017
158,71.32009635,2.344722203,5.294324023,4,238.3017396,227.1063301,6,9,0.5,663,438,25,3.70E-07,69.43301576,4,6,2017
159,60.88163362,3.377703986,2.220666738,3,272.1002951,89.11715937,7,2,1,238,611,501,4.10E-60,49.5211722,5,6,2017
160,56.67863828,2.785202542,3.853939875,7,258.8444116,94.19294897,9,1,4,726,439,275,9.83E-06,58.99981056,6,6,2017
161,55.18675205,5.792579734,2.869591062,6,213.6447712,172.2429555,1,2,0.0002,625,258,629,2.33E-94,75.29004519,7,6,2017
162,65.75277878,3.606597148,5.751085996,7,271.3841784,122.8298546,8,4,2,422,8,702,1.16E-19,70.41628799,8,6,2017
163,75.60345167,4.223760622,4.301747595,4,258.5236022,220.1268869,7,2,1,442,55,178,0.000288333,72.07471658,9,6,2017
164,42.83645505,1.646566213,2.658074884,6,221.4195931,58.12322795,1,2,0.0002,937,230,190,8.04E-07,58.35230341,10,6,2017
165,59.54098587,3.880680053,4.463215399,1,254.8951342,329.0934654,1,2,0.0002,735,471,341,7.23E-32,99.13180414,11,6,2017
166,57.29392655,3.749787201,5.044308547,4,272.9762249,196.8018184,8,4,2,567,509,6,6.15E-07,59.1476594,12,6,2017
167,67.38247264,3.981084944,4.354405915,7,231.6316937,236.6118692,8,4,2,292,102,518,6.12E-19,74.85975914,13,6,2017
168,59.54383016,0.801627503,2.184389289,2,242.9330548,97.85578322,7,2,1,344,319,52,9.52E-08,56.27928631,14,6,2017
169,58.08693892,1.336306257,5.568269969,0,225.9227095,196.8603991,4,6,0.1,326,771,220,3.11E-64,89.952086,15,6,2017
170,61.23462798,4.373616679,5.663649866,6,270.5434372,250.6023742,8,4,2,43,82,755,0,92.6587802,16,6,2017
171,67.2720578,2.56488941,5.705839664,6,202.4480951,60.06624543,5,3,0.25,86,652,739,0,59.60729156,17,6,2017
172,58.61604324,3.123812571,4.204031869,4,250.721634,201.1925675,2,4,0.005,850,12,366,1.69E-09,71.64730293,18,6,2017
173,63.67025315,0.688924129,3.678908822,0,262.2898291,282.6445113,4,6,0.1,262,733,207,2.21E-87,68.45495866,19,6,2017
174,69.63395879,3.514112699,5.899144293,4,248.5640055,322.4067419,7,2,1,243,510,133,1.98E-21,82.5840031,20,6,2017
175,56.66457114,4.941743246,4.073330384,3,293.7010383,146.1008517,5,3,0.25,899,856,541,3.61E-16,67.0478794,21,6,2017
176,78.08265801,3.337881051,6.909755026,4,231.3308599,158.5036876,9,1,4,755,420,431,2.11E-06,71.36107415,22,6,2017
177,60.94145002,3.001496706,6.962545209,5,211.5362268,272.3527746,3,8,0.03,715,537,36,2.05E-13,81.28358618,23,6,2017
178,66.53719177,0.621710611,2.547903222,4,270.2881203,167.9381567,9,1,4,12,189,212,0,75.99387841,24,6,2017
179,65.32642792,2.511375426,5.571451587,1,231.7195574,234.6416026,3,8,0.03,522,753,591,6.79E-71,79.38456738,25,6,2017
180,61.08192085,0.506946845,4.501347781,5,225.0232213,272.3850044,3,8,0.03,18,98,823,0,75.7468948,26,6,2017
181,66.55526735,4.448281035,4.435722076,5,269.2007831,102.3400817,7,2,1,208,292,716,2.69E-110,75.814832,27,6,2017
182,69.4069191,4.913867305,3.338134702,7,242.1783056,343.6641871,2,4,0.005,160,217,30,6.26E-73,62.50076713,28,6,2017
183,38.17618029,3.656290898,3.817821828,2,239.7566902,298.5200017,6,9,0.5,581,837,835,9.41E-42,64.72294862,29,6,2017
184,45.12493198,3.598987613,6.177816066,6,219.273498,231.7368879,7,2,1,318,135,722,4.64E-48,66.66742961,30,6,2017
185,68.3007717,1.126393154,2.227827624,2,238.2478179,258.57959,7,2,1,944,38,233,0.000127501,71.66409192,31,6,2017
186,60.37264723,2.269326205,5.40435281,2,249.9054217,237.9057231,4,6,0.1,530,113,938,2.40E-79,62.13261977,1,7,2017
187,68.72115308,3.897823433,3.883493841,0,247.7343463,172.2154871,2,4,0.005,985,994,978,1.04E-80,66.96945035,2,7,2017
188,49.88868043,2.11384652,4.172705496,0,282.2235699,293.3618876,1,2,0.0002,554,876,108,9.38E-110,74.31980311,3,7,2017
189,42.35614943,4.439774171,5.353542446,0,202.631447,214.5167037,9,1,4,83,204,623,8.40E-190,63.72474276,4,7,2017
190,62.20887889,3.259144595,6.271678512,3,257.9561044,224.8074336,2,4,0.005,250,658,38,4.06E-173,58.8606268,5,7,2017
191,56.09671677,3.809304174,4.331571942,0,299.5337733,116.4717361,5,3,0.25,285,239,605,2.12E-73,70.76665053,6,7,2017
192,88.8082477,4.935918039,3.206999199,4,234.6868685,68.08166387,8,4,2,917,273,809,1.82E-09,71.7768562,7,7,2017
193,73.74402402,1.292788111,5.128154153,3,288.8006223,122.1996407,4,6,0.1,165,625,446,2.96E-270,76.42485786,8,7,2017
194,49.31141483,3.573370896,6.010032171,7,259.2298969,127.1869604,6,9,0.5,964,489,697,2.12E-12,84.13790898,9,7,2017
195,62.69684321,2.962912375,4.95413207,0,208.9141779,259.0350485,6,9,0.5,789,159,88,8.19E-05,93.0069025,10,7,2017
196,60.98868765,1.838805053,2.091388973,2,257.8740067,172.8306489,6,9,0.5,75,281,321,2.87E-194,80.85692532,11,7,2017
197,54.25818916,5.56646482,4.321361878,2,240.5264603,265.4447832,2,4,0.005,118,516,515,0,66.10179568,12,7,2017
198,66.96997074,3.47907404,8.916625119,7,250.9957095,258.7685188,2,4,0.005,657,282,389,2.03E-19,69.2821247,13,7,2017
199,63.60483175,3.040135065,5.812231928,1,267.9603572,187.0627694,9,1,4,271,935,218,5.23E-24,77.20716374,14,7,2017
200,56.28885423,2.588714903,3.351789932,4,255.7471588,268.1260079,3,8,0.03,501,673,414,2.19E-45,41.48434841,15,7,2017
201,66.91730951,2.903274452,8.800971624,3,226.020718,162.7879632,6,9,0.5,747,867,942,6.42E-33,75.98644715,16,7,2017
202,61.6963154,1.400520839,4.419931301,1,219.4224901,110.343752,3,8,0.03,955,25,40,0.00012169,84.91588537,17,7,2017
203,79.62204114,3.755415825,3.769841489,7,213.6634173,244.789419,2,4,0.005,63,493,634,0,66.06592355,18,7,2017
204,58.2326117,0.81749828,6.608390131,5,255.1152921,373.5866323,6,9,0.5,376,988,320,2.16E-47,68.7576147,19,7,2017
205,37.91222932,1.667122843,3.249522326,1,227.7661886,198.3705586,5,3,0.25,45,112,86,1.05E-70,64.81723314,20,7,2017
206,77.0759971,2.867078364,5.12506902,7,230.2270815,310.0018506,8,4,2,622,382,959,2.20E-20,57.53638685,21,7,2017
207,83.96969891,3.269376321,5.314776877,0,282.5794809,154.1186369,1,2,0.0002,832,295,550,1.77E-42,51.97873483,22,7,2017
