,avg poll conc.,stack speed,wind speed,Wind dir,Stack height,Q,long,lat,Z0,X,Y,Z,conc. at a point,output,day,month,year
20,55.03990087,2.643470149,7.048135112,5,281.4128795,240.0869088,7,2,1,75,235,580,0,85.174444,21,1,2017
21,47.08524381,3.633841094,3.01655033,4,239.0655723,177.2719966,7,2,1,984,60,785,2.44E-10,71.41472982,22,1,2017
22,64.04776589,3.327944328,6.480600523,5,241.1358496,211.597725,7,2,1,363,29,837,1.99E-51,71.28062816,23,1,2017
23,68.85006347,3.576845718,3.402479938,5,301.755518,153.3105977,9,1,4,702,311,722,1.13E-08,78.09264434,24,1,2017
24,61.20132222,3.967226437,4.831466135,2,232.4127388,251.3341279,6,9,0.5,27,143,882,0,66.17425893,25,1,2017
25,58.46003726,0.757644053,5.248011231,3,234.6808191,316.9005776,1,2,0.0002,558,238,271,1.48E-19,64.33564434,26,1,2017
26,62.14911159,1.442190261,3.525725203,7,252.4446702,134.3868667,3,8,0.03,879,257,81,1.68E-05,66.26830174,27,1,2017
27,58.23192159,5.484519686,3.177920001,6,266.8759883,119.2286788,4,6,0.1,586,367,621,1.44E-30,77.8250458,28,1,2017
28,48.14139177,5.210815314,4.302590277,1,233.6266706,195.2771852,7,2,1,938,737,285,9.99E-08,72.49588688,29,1,2017
29,34.75713221,1.163746287,2.723385643,7,257.4079755,132.3176839,8,4,2,737,692,152,3.65E-07,56.0017984,30,1,2017
30,51.33116621,2.911559884,8.714307824,3,219.5763556,115.6610701,7,2,1,676,925,283,4.52E-13,78.76173973,31,1,2017
31,56.67705741,3.238683719,3.909304901,5,272.827738,168.1825255,3,8,0.03,437,963,607,4.57E-131,81.01647021,1,2,2017
32,65.51843662,2.634081718,5.84133363,3,271.1767374,138.4537083,8,4,2,552,393,575,2.19E-11,66.36913785,2,2,2017
33,39.710938,2.806883396,3.957756123,2,222.4930352,134.8036442,7,2,1,223,906,281,8.15E-76,76.24299054,3,2,2017
34,70.9472459,1.70883848,6.868794626,3,289.736231,122.9256704,2,4,0.005,214,92,844,0,55.73679385,4,2,2017
35,59.70398637,1.848491326,6.357691975,5,266.767609,150.2322697,9,1,4,997,62,208,2.33E-05,60.73571077,5,2,2017
36,43.80581971,3.814579429,4.257824541,0,257.8418725,225.8700101,4,6,0.1,433,27,898,3.02E-105,76.37646261,6,2,2017
37,61.2251938,2.891999613,1.570415362,3,220.8030305,173.2306493,2,4,0.005,322,480,944,0,72.87133672,7,2,2017
38,59.48068151,0.320038864,2.125469116,2,287.5598228,281.8437362,4,6,0.1,320,33,968,3.37E-224,62.70272973,8,2,2017
39,56.70090378,3.151193192,5.480075007,5,253.1419655,258.2889172,4,6,0.1,324,906,327,7.78E-97,60.30130725,9,2,2017
40,38.41651929,3.922832611,4.351119763,1,220.161497,226.7729008,7,2,1,578,659,87,7.05E-10,54.14613998,10,2,2017
41,65.74723233,0.825614858,5.772948779,6,211.8084276,235.4686571,3,8,0.03,320,717,297,7.04E-91,67.40806228,11,2,2017
42,53.56671285,1.400633897,6.82110567,5,263.186694,116.1774928,9,1,4,271,341,212,2.14E-07,70.73366438,12,2,2017
43,43.93354819,3.892639946,3.19290214,2,282.492022,80.96897437,7,2,1,958,336,952,1.67E-14,70.03470741,13,2,2017
44,61.94968671,4.103453953,3.537633615,0,229.8332372,287.629805,6,9,0.5,858,127,395,2.82E-06,54.59730706,14,2,2017
45,54.30699065,4.732280852,5.104083761,4,259.2768938,320.1680592,6,9,0.5,351,95,931,3.74E-95,68.9245505,15,2,2017
46,73.2194621,3.550060932,3.016575607,7,244.8635477,373.8106518,4,6,0.1,77,457,145,0,77.85681961,16,2,2017
47,42.1149595,1.326285676,3.778306272,4,256.1088146,172.8494239,6,9,0.5,286,459,698,5.20E-87,73.07863075,17,2,2017
48,44.11030725,2.93497415,5.422618299,2,256.8459498,249.5098346,9,1,4,416,859,497,1.59E-15,61.90995617,18,2,2017
49,45.17639114,3.183521428,4.393009155,3,205.1327258,255.1013132,5,3,0.25,280,730,255,2.82E-59,72.06737527,19,2,2017
50,59.66734017,3.954694502,4.745637015,6,246.2836279,125.5863078,5,3,0.25,575,943,262,1.42E-25,83.82155549,20,2,2017
51,55.84545349,5.875429593,5.422441471,4,235.4681618,254.5220746,8,4,2,465,449,830,7.36E-26,79.26778002,21,2,2017
52,45.77738962,3.793614274,4.375326807,2,289.5668405,172.8547501,1,2,0.0002,939,522,242,6.63E-19,65.19421596,22,2,2017
53,61.78781557,4.983350684,3.159822781,6,240.2906145,188.3857589,1,2,0.0002,203,106,683,0,74.70022809,23,2,2017
54,56.58275911,2.135138664,5.55343629,7,263.5051511,169.0617826,6,9,0.5,937,260,232,1.94E-05,66.03961097,24,2,2017
55,45.53015455,1.179957025,3.626381458,5,270.2792027,255.4509133,1,2,0.0002,54,709,113,0,67.62627564,25,2,2017
56,59.93523204,2.361576449,6.592830072,0,212.1751558,162.9331672,4,6,0.1,68,354,587,0,63.5268928,26,2,2017
57,67.54162502,2.228904085,3.868061125,7,248.9159152,111.0386253,8,4,2,378,502,305,1.28E-10,62.56246532,27,2,2017
58,58.49659788,1.593200091,4.716813637,1,264.2138429,306.0551725,2,4,0.005,477,892,396,9.22E-107,70.72254368,28,2,2017
59,68.01224969,5.12512173,3.403911796,2,283.6213864,261.8273331,2,4,0.005,612,564,547,1.79E-56,63.53192309,29,2,2017
60,57.67663404,3.164348957,5.401738439,7,201.0607552,341.1543777,9,1,4,369,88,881,2.38E-25,97.93037173,30,2,2017
61,51.90298538,3.993727849,6.594697293,1,266.9118542,163.6047967,5,3,0.25,976,137,353,3.48E-06,86.69870826,31,2,2017
62,75.99567022,0.610676853,3.878429247,6,233.3471926,209.1561476,3,8,0.03,286,918,35,7.29E-162,64.26640763,1,3,2017
63,66.20878265,2.119720916,5.937829523,6,253.2872887,128.9668998,3,8,0.03,837,266,529,3.01E-16,75.7118423,2,3,2017
64,40.00859211,4.570365615,4.481590116,7,238.2063406,128.6101875,8,4,2,173,437,824,1.11E-154,67.95685253,3,3,2017
65,53.02262819,4.3208913,6.072598139,0,218.7299949,142.9070387,6,9,0.5,710,242,231,1.24E-05,76.79303758,4,3,2017
66,73.27031477,1.110141606,3.996191384,4,248.3379977,241.9329637,8,4,2,506,751,910,5.22E-30,79.00423901,5,3,2017
67,53.76225671,1.173809773,4.60021314,3,268.3578849,141.0990523,4,6,0.1,824,228,46,1.83E-05,71.12416185,6,3,2017
68,24.34667952,3.733310782,2.400075029,5,244.6454602,238.2995632,7,2,1,190,292,190,2.63E-14,64.79826532,7,3,2017
69,65.38237232,1.490125048,4.209467296,4,266.5670464,104.7027549,8,4,2,615,904,117,2.33E-10,68.29477395,8,3,2017
70,49.24453324,1.144660304,3.51515754,5,270.4637028,41.11504787,4,6,0.1,111,8,254,8.44E-43,62.95436383,9,3,2017
71,59.96863511,1.653773997,5.585622985,4,272.291728,356.975824,4,6,0.1,980,204,393,2.54E-07,73.80535303,10,3,2017
72,67.13528364,2.163286007,4.607029747,3,242.9006556,156.3911349,4,6,0.1,906,518,83,7.93E-08,65.43046779,11,3,2017
73,60.92471371,4.873868202,3.056470218,5,281.3927469,201.3653194,2,4,0.005,565,68,820,9.88E-111,77.63277043,12,3,2017
74,64.52063762,3.648354752,2.567626227,3,221.658717,122.2840383,6,9,0.5,926,165,861,1.92E-15,57.46590605,13,3,2017
75,44.33223436,4.007159321,5.426777534,2,276.7772458,301.2870468,4,6,0.1,377,845,203,2.70E-57,76.17645335,14,3,2017
76,57.25866842,3.143545389,3.314006997,7,213.0785377,139.758108,4,6,0.1,586,91,141,0.000369111,83.4609598,15,3,2017
77,51.34004587,4.365607336,1.34558766,5,277.5730212,108.1459629,2,4,0.005,803,901,927,2.94E-103,70.30891545,16,3,2017
78,67.39164222,0.561136955,6.060552865,0,287.4823759,162.7585792,5,3,0.25,565,484,344,4.84E-13,51.27596027,17,3,2017
79,58.85874603,2.447532978,6.835864905,0,241.8405875,175.380132,8,4,2,969,605,777,5.59E-10,75.80883093,18,3,2017
80,77.47553712,3.402871333,4.280041438,7,227.5324207,198.774521,9,1,4,377,399,793,1.33E-21,50.38582074,19,3,2017
81,67.22351479,0.651916837,3.971929142,0,194.8594005,253.2514515,9,1,4,46,510,974,0,70.19896866,20,3,2017
82,55.89204327,5.071673135,5.181781988,5,259.1550022,303.1634703,6,9,0.5,319,678,563,2.13E-61,75.31244809,21,3,2017
83,63.48315787,2.86131481,5.519363199,4,242.7190386,185.7475564,7,2,1,179,94,848,4.85E-205,74.66603082,22,3,2017
84,38.67228519,3.359608722,4.984452142,5,262.3339615,110.7114349,5,3,0.25,385,118,888,7.48E-95,64.94482391,23,3,2017
85,75.04721373,3.622368968,5.188939473,4,261.0030835,111.2070226,5,3,0.25,969,378,991,4.73E-24,92.5980121,24,3,2017
86,46.13518434,1.646746891,4.557502117,1,280.702054,283.271183,5,3,0.25,43,989,825,0,69.30648603,25,3,2017
87,74.47335518,3.180520938,6.964897135,6,200.6242557,221.5667849,3,8,0.03,461,2,413,3.72E-21,77.2958748,26,3,2017
88,53.02650714,0.845701142,4.989425972,4,270.3528175,140.1118216,4,6,0.1,769,73,4,4.70E-05,76.35007895,27,3,2017
89,66.99603039,2.637327129,6.005614368,3,247.2171952,96.1575673,8,4,2,998,361,506,1.15E-06,72.08541684,28,3,2017
90,77.54619897,1.522296203,5.383682174,0,233.2744756,116.2881574,6,9,0.5,376,444,474,2.65E-26,56.38584669,29,3,2017
91,53.68929272,0.803173115,4.315548408,6,231.6634639,109.745353,4,6,0.1,177,110,721,0,57.28700232,30,3,2017
92,54.94714901,3.074296608,3.806940098,5,197.2707306,206.8203189,8,4,2,726,943,595,1.08E-12,70.00706668,31,3,2017
93,57.10702665,4.217179678,6.300728003,4,236.5064313,244.486462,1,2,0.0002,272,765,377,0,59.82897971,1,4,2017
94,57.62203073,1.342752637,4.196980002,1,234.9156166,216.8516083,1,2,0.0002,749,599,317,5.98E-39,55.54693089,2,4,2017
95,49.42824681,2.743292618,5.96959303,2,273.18484,161.3813051,5,3,0.25,496,677,645,2.91E-43,62.63842224,3,4,2017
96,75.37207451,2.481145246,3.610379378,2,253.544903,141.3733115,3,8,0.03,93,122,41,4.70E-70,57.56375794,4,4,2017
97,65.02113045,2.835040356,1.334543287,2,275.7195733,221.7583489,3,8,0.03,506,85,649,3.36E-52,58.29739623,5,4,2017
98,68.63768325,5.114132503,5.355708105,6,228.8065569,133.7236743,1,2,0.0002,425,415,312,9.82E-68,68.83366094,6,4,2017
99,59.15005351,2.913814129,5.178587665,2,278.7008565,154.6496285,5,3,0.25,629,745,332,3.30E-17,63.3568024,7,4,2017
100,79.5711516,4.668777267,6.089319499,4,209.3972242,153.7876872,7,2,1,549,840,437,1.09E-17,68.4778747,8,4,2017
101,64.25378149,3.083251694,4.69116032,0,248.5914391,221.0928277,8,4,2,5,102,382,0,53.75769768,9,4,2017
102,69.55575818,3.880902848,2.749292812,2,261.0025129,275.4951771,1,2,0.0002,740,886,305,1.54E-71,65.03940463,10,4,2017
103,62.93418884,2.391946884,4.433504352,1,255.2478736,229.0630772,7,2,1,644,255,805,8.52E-19,85.75459012,11,4,2017
104,53.16122146,3.734438508,2.295948686,2,280.1337068,103.8735809,5,3,0.25,389,860,243,3.33E-42,67.22760692,12,4,2017
105,58.88417775,3.266225996,3.727442529,7,274.139312,220.1973494,1,2,0.0002,17,648,953,0,77.48198514,13,4,2017
106,59.69730229,-0.405030079,8.537455368,1,234.1459043,112.1568691,8,4,2,705,478,380,2.56E-07,67.09057202,14,4,2017
107,71.42462046,1.857254719,3.778311023,1,250.633196,214.1537859,3,8,0.03,919,963,254,2.58E-21,54.82201097,15,4,2017
108,42.43671021,3.187178221,6.002867869,1,269.2569024,210.8294012,4,6,0.1,216,277,757,5.70E-292,73.08690378,16,4,2017
109,58.76149611,3.511410009,5.098092545,4,260.0125845,188.7709351,7,2,1,563,335,270,1.21E-06,79.95913179,17,4,2017
110,60.60173665,1.478810531,4.574072421,4,260.0458954,252.1521115,8,4,2,869,649,656,1.73E-09,83.22368886,18,4,2017
111,65.70897864,4.319834903,7.618440951,5,255.7875353,108.8379756,7,2,1,167,237,836,2.61E-234,55.08573802,19,4,2017
112,63.10012777,3.572540486,2.788504367,3,235.7886982,230.0645616,5,3,0.25,648,744,24,1.91E-14,64.40014239,20,4,2017
113,74.43431802,2.997911601,5.530471314,3,202.8794319,181.6632126,1,2,0.0002,307,948,666,0,67.63348446,21,4,2017
114,60.79271941,2.268150472,3.986689728,6,252.8299619,195.1064446,5,3,0.25,931,595,309,2.02E-08,61.49458952,22,4,2017
115,60.8590537,2.837736918,5.348545763,1,285.8942021,235.5279143,5,3,0.25,552,735,212,5.46E-18,84.45198976,23,4,2017
116,85.35944336,4.840486607,6.586638269,7,245.7780848,113.6624009,5,3,0.25,639,368,297,2.57E-08,59.95481567,24,4,2017
117,72.49469054,2.886963977,4.246875488,5,273.2636598,130.4152598,9,1,4,119,274,477,1.76E-54,71.68494541,25,4,2017
118,67.46740117,4.2382046,5.750231855,0,271.5159868,309.3542406,5,3,0.25,290,475,514,1.69E-64,66.89284552,26,4,2017
119,52.76002123,1.413747128,2.695703569,7,233.4329211,186.2065031,2,4,0.005,150,766,293,0,56.11066754,27,4,2017
120,51.14913933,4.460445351,5.233950961,1,282.987452,217.5191798,7,2,1,816,779,492,5.80E-11,59.0117741,28,4,2017
121,61.27952204,3.864689672,5.022510692,7,211.8970824,282.347997,9,1,4,913,665,480,8.03E-07,71.28827476,29,4,2017
122,55.70603768,3.396468079,0.352022115,5,238.2307577,20.98246142,5,3,0.25,653,282,663,4.63E-20,62.52140934,30,4,2017
123,57.68072579,2.222616406,5.064832609,2,281.8121677,254.9168183,8,4,2,889,402,160,1.56E-05,73.38316921,31,4,2017
124,65.61988434,2.911796566,4.62367957,0,260.1653706,65.32897396,9,1,4,53,304,657,0,76.02183849,1,5,2017
125,65.85286055,3.192758431,7.145326591,0,248.7793865,271.0368709,5,3,0.25,37,230,165,9.3144582144e-313,77.08126965,2,5,2017
126,71.6027131,2.667797176,4.900362687,1,242.3743265,158.0742884,5,3,0.25,134,919,489,0,70.01421026,3,5,2017
127,71.61537692,4.22625097,3.466778602,3,242.9213046,240.1835651,5,3,0.25,795,185,56,8.47E-05,83.30171064,4,5,2017
128,51.39529355,3.292795976,4.663766403,5,254.1240913,240.5845492,6,9,0.5,154,323,406,5.66E-84,58.50255188,5,5,2017
129,65.52050015,5.177774489,5.108486945,0,260.5815898,207.5447356,7,2,1,218,994,395,1.28E-105,68.33697404,6,5,2017
130,72.44181134,2.686128385,2.32408636,4,253.3287417,119.9229619,2,4,0.005,930,901,842,1.89E-67,74.33051766,7,5,2017
131,52.97031255,3.534206606,6.943325518,4,243.7954455,317.7203993,9,1,4,75,91,949,0,62.67730388,8,5,2017
132,61.67706633,3.051697849,3.105279732,0,283.874844,178.7536901,5,3,0.25,704,895,625,9.18E-28,80.63285834,9,5,2017
133,48.79662906,4.042451788,4.502219221,5,242.9843604,247.7690607,3,8,0.03,453,279,180,6.10E-10,59.0801219,10,5,2017
134,55.46691953,2.520569059,2.813204311,4,240.6135492,246.0883452,9,1,4,574,478,72,1.07E-05,85.90092761,11,5,2017
135,51.25839822,1.720430347,2.333502736,4,246.8946541,80.74992822,6,9,0.5,353,617,429,2.50E-33,63.7517512,12,5,2017
136,68.68897537,0.838974775,5.350862239,7,232.0158296,177.069165,4,6,0.1,142,988,379,0,68.64028445,13,5,2017
137,52.60153489,1.870013233,4.539757188,4,224.1041763,230.2770947,3,8,0.03,480,544,363,8.61E-34,75.80075526,14,5,2017
138,44.90791949,1.791311796,4.161583946,7,267.2715329,172.696592,9,1,4,982,165,870,3.02E-08,74.93913192,15,5,2017
139,70.55208382,3.476652283,8.955863364,3,286.4642341,158.7750995,4,6,0.1,357,68,737,2.56E-97,79.55295616,16,5,2017
140,60.88499429,3.423981803,2.858601836,3,225.9878278,294.9339524,5,3,0.25,730,893,518,6.13E-22,78.43375981,17,5,2017
141,72.45592075,4.848080737,6.777654586,5,218.0744454,264.8125863,1,2,0.0002,592,310,675,1.33E-126,71.69696011,18,5,2017
142,67.83700644,3.30142865,4.967266241,4,228.1590657,162.1937184,9,1,4,419,66,391,1.69E-06,64.28055727,19,5,2017
143,59.1206293,1.842597324,5.314944469,4,268.8728504,201.8898729,2,4,0.005,513,758,506,1.10E-92,86.85701255,20,5,2017
144,79.55169112,1.705658618,3.80446909,4,288.1364151,189.0802097,7,2,1,833,722,835,1.77E-16,84.49336053,21,5,2017
145,82.08902255,1.401249227,2.799046168,3,287.9041636,114.5822225,8,4,2,58,161,865,0,59.66104967,22,5,2017
146,81.54571969,3.429397258,1.966070418,2,287.5092538,33.74752002,2,4,0.005,433,115,913,5.20E-239,59.55374811,23,5,2017
147,59.98719126,2.560309956,3.846891743,0,236.5338802,95.03269966,9,1,4,518,583,929,1.32E-18,64.75391422,24,5,2017
148,52.10766658,3.490050069,4.887038488,3,265.2851613,195.1239423,9,1,4,631,403,557,6.23E-08,86.04850979,25,5,2017
149,87.70722419,2.868312465,3.761881005,1,243.7086703,305.4724689,2,4,0.005,143,396,447,0,74.892221,26,5,2017
150,58.2387602,3.028606177,6.333392173,0,263.1483268,292.0678414,2,4,0.005,477,273,872,9.86E-185,70.1054066,27,5,2017
151,56.91396907,1.989548708,4.419492289,3,275.3667752,243.3792396,2,4,0.005,163,750,341,0,92.17280228,28,5,2017
152,66.04292972,1.314171519,4.145700688,4,251.0032549,173.1363235,6,9,0.5,866,612,635,2.80E-13,56.5085648,29,5,2017
153,73.97271253,4.149206286,3.551187922,5,254.3647679,127.9418458,2,4,0.005,248,89,132,1.04E-05,80.65912878,30,5,2017
154,60.31470834,1.090112226,5.318795662,0,233.9050984,217.243034,8,4,2,226,871,805,6.57E-118,59.9983718,31,5,2017
155,51.79003358,4.012105048,4.728598964,3,241.1698492,179.410254,4,6,0.1,7,267,617,0,75.86216387,1,6,2017
156,54.42997876,1.775751376,0.896780444,7,257.9933905,191.6582631,1,2,0.0002,883,136,649,1.55E-49,58.49948476,2,6,2017
157,67.15022079,4.122991863,4.621556744,1,191.9465946,193.6467816,5,3,0.25,223,535,676,7.37E-186,68.83856517,3,6,2017
158,62.43687972,1.443789123,3.372217008,5,261.888162,215.2920053,3,8,0.03,804,835,156,4.00E-20,53.63132715,4,6,2017
159,55.95048313,2.558067043,3.409774799,5,206.8458546,382.033878,7,2,1,192,469,815,5.82E-186,71.36535966,5,6,2017
160,46.71046262,0.761481855,6.77253091,5,264.2235666,203.9502339,9,1,4,572,267,901,1.56E-14,72.65158638,6,6,2017
161,58.51637386,3.824496094,2.859025551,2,269.6058276,123.1003153,5,3,0.25,808,251,900,4.39E-26,59.71636473,7,6,2017
162,50.75060154,1.872743503,6.90790121,3,223.3622782,162.3215583,4,6,0.1,389,655,473,1.91E-58,74.23647981,8,6,2017
163,45.89735133,3.493821491,5.359226999,3,286.6793512,318.91278,6,9,0.5,781,51,536,1.87E-09,64.0647587,9,6,2017
164,58.03856375,2.886147885,6.854601112,6,278.2995998,282.7295958,3,8,0.03,854,283,378,6.51E-10,71.00491422,10,6,2017
165,75.90763783,3.563720933,6.296106765,4,264.40219,191.5293068,5,3,0.25,90,918,504,0,79.15713288,11,6,2017
166,56.75751118,2.861983663,3.424895041,5,229.1341125,162.5690704,7,2,1,262,148,237,5.45E-07,68.05103526,12,6,2017
167,52.54528528,2.552732429,4.242773847,6,307.988039,145.0347943,5,3,0.25,976,865,722,4.47E-19,72.29430273,13,6,2017
168,51.02891817,3.66272184,5.123430526,5,271.6130349,162.436565,8,4,2,25,801,60,0,60.80525222,14,6,2017
169,58.3403798,3.31323109,5.740244317,0,241.0501074,109.3989449,5,3,0.25,344,612,574,2.69E-66,62.69765089,15,6,2017
170,66.01015508,0.538995949,3.279812692,0,223.2382101,92.36356481,8,4,2,266,279,480,4.38E-21,70.84999707,16,6,2017
171,39.6412178,1.762958107,5.914190146,3,251.6046565,265.3368062,1,2,0.0002,292,357,531,1.441038858e-314,61.34838328,17,6,2017
172,84.73462121,1.626762911,5.256756939,3,243.3371333,275.604035,3,8,0.03,145,198,470,1.86E-284,72.74775776,18,6,2017
173,55.40916528,5.949569977,3.797323716,0,261.7435146,246.3742799,4,6,0.1,368,891,624,1.38E-122,65.9484015,19,6,2017
174,69.08467505,3.190452345,3.766962173,3,230.2336672,135.1006674,1,2,0.0002,709,274,621,7.75E-73,86.53939975,20,6,2017
175,50.66813058,5.918378016,6.531445578,2,232.5515301,89.27923213,7,2,1,731,868,541,1.85E-14,67.19892868,21,6,2017
176,65.28241495,5.250948218,1.154450377,1,206.1437291,174.4483311,7,2,1,260,209,630,9.09E-52,58.27847362,22,6,2017
177,50.4934387,1.837992799,6.029147698,1,254.0949805,170.6934764,7,2,1,989,937,895,3.82E-16,51.95006748,23,6,2017
178,56.63238273,5.155504201,4.655835878,6,282.6783951,339.3649647,3,8,0.03,36,279,320,0,69.27643592,24,6,2017
179,59.31593816,2.044310714,3.839259477,7,263.6588281,189.5430602,4,6,0.1,245,57,595,8.48E-120,66.18322385,25,6,2017
180,52.99636417,2.963732843,6.622197599,7,231.4104581,159.1613549,2,4,0.005,688,631,955,1.34E-126,58.79544709,26,6,2017
181,63.84959035,3.106007517,5.705255238,1,252.355046,47.49049021,5,3,0.25,827,283,356,3.84E-07,69.93390535,27,6,2017
182,52.14925573,-0.759648158,4.980075762,3,254.7587489,288.8104396,1,2,0.0002,299,62,472,8.46E-177,77.62331267,28,6,2017
183,57.72061152,5.839548502,5.413224888,7,250.453149,184.1149418,4,6,0.1,260,524,83,1.07E-46,62.20650191,29,6,2017
184,66.07261459,5.447439698,3.521190593,4,247.6848408,328.5574288,8,4,2,981,114,540,2.20E-06,80.76141433,30,6,2017
185,70.05988112,2.07091804,4.815296737,3,296.0548126,309.4107711,3,8,0.03,571,274,834,1.79E-77,75.44095259,31,6,2017
186,53.347193,2.301358799,6.025684675,2,292.5681386,126.1219541,2,4,0.005,296,662,330,9.12E-152,62.51157375,1,7,2017
187,64.36848311,4.38523277,3.539281311,0,261.6189535,202.6918397,8,4,2,804,161,851,1.56E-11,84.58351369,2,7,2017
188,62.23254747,3.988883127,2.666649837,2,301.0275664,188.6058978,9,1,4,7,402,223,0,61.77368748,3,7,2017
189,57.84575657,2.923130848,2.827005594,7,251.1575104,88.77568806,4,6,0.1,572,61,242,3.72E-05,54.58890961,4,7,2017
190,50.34902877,4.721650309,2.976600045,5,222.8058539,178.3543251,9,1,4,568,433,266,6.53E-06,65.65130805,5,7,2017
191,52.66982709,2.567092762,6.685012959,6,264.2058189,142.4887892,9,1,4,73,501,37,1.62E-87,71.92468208,6,7,2017
192,53.53157058,5.319525177,5.803014534,5,235.3782324,287.7537648,2,4,0.005,891,110,559,3.67E-21,76.6173626,7,7,2017
193,62.16144597,5.274929665,4.718944996,5,246.8965978,137.7100469,5,3,0.25,2,951,650,0,74.88267427,8,7,2017
194,63.1614223,6.38166396,4.256847939,0,260.9599109,294.0685272,8,4,2,190,223,940,2.01E-158,79.51197124,9,7,2017
195,36.55168403,0.756267801,4.192197274,4,254.7705749,195.2435994,7,2,1,934,346,651,1.93E-09,76.16434801,10,7,2017
196,52.16221908,2.336586714,4.783334692,4,257.0030274,234.1732272,5,3,0.25,355,880,907,2.62E-161,69.24251741,11,7,2017
197,52.82920678,2.76598171,4.288702684,6,214.0320295,254.8459188,3,8,0.03,834,53,979,3.83E-52,55.18246284,12,7,2017
198,72.71165855,3.550568833,2.095572709,2,206.1965729,217.9463899,8,4,2,187,708,512,2.21E-76,50.41043216,13,7,2017
199,60.4140002,1.447020975,3.714614164,3,197.3182293,117.3392405,6,9,0.5,183,874,70,1.84E-133,83.38221838,14,7,2017
200,49.28368396,2.574284054,5.098683305,3,234.81558,87.81681074,5,3,0.25,829,78,956,9.66E-28,84.53401899,15,7,2017
201,40.60931091,0.977258953,4.406861129,4,251.4165721,149.8645579,7,2,1,42,270,93,3.38E-178,70.38916072,16,7,2017
202,62.91989025,3.261237917,2.517823837,4,253.5508946,291.1036284,7,2,1,379,165,33,2.46E-05,70.1076372,17,7,2017
203,61.63079246,0.655149539,3.513002096,3,281.979742,238.323506,2,4,0.005,495,819,500,7.93E-107,60.32051547,18,7,2017
204,65.34044977,2.457190785,2.138629047,3,228.9821369,272.5280036,5,3,0.25,626,970,971,7.80E-64,79.56573286,19,7,2017
205,73.78688558,0.074879144,5.685517417,3,237.6853766,100.4618375,2,4,0.005,584,374,698,5.41E-81,71.30615175,20,7,2017
206,60.73338081,2.903238016,6.036049983,5,214.7899565,162.4857542,5,3,0.25,183,887,810,0,85.65514348,21,7,2017
207,51.16578853,4.407008161,4.28964129,3,254.2314164,173.5818114,1,2,0.0002,157,949,431,0,68.78297851,22,7,2017
208,81.24356856,4.28925142,2.424845039,4,264.6937963,301.4339236,8,4,2,552,441,351,3.42E-07,69.31357735,23,7,2017
