,wind speed,Wind dir,long,lat,season,day,month,year,time,temp
51,12.806293262679544,4.0,2.0,4.0,2.0,21.0,2.0,2017.0,1.0,75.0
52,9.63952951953791,3.0,7.0,2.0,2.0,22.0,2.0,2017.0,2.0,63.5
53,7.964033169524745,5.0,8.0,4.0,2.0,23.0,2.0,2017.0,3.0,45.5
54,7.77352429560433,3.0,4.0,6.0,2.0,24.0,2.0,2017.0,4.0,55.5
55,10.156202821863475,3.0,9.0,1.0,2.0,25.0,2.0,2017.0,5.0,71.5
56,8.823749791231068,3.0,4.0,6.0,2.0,26.0,2.0,2017.0,6.0,57.5
57,8.051131401483257,6.0,7.0,2.0,2.0,27.0,2.0,2017.0,7.0,34.5
58,10.316148372966168,4.0,4.0,6.0,2.0,28.0,2.0,2017.0,8.0,71.5
59,12.940615368800671,4.0,6.0,9.0,2.0,29.0,2.0,2017.0,9.0,68.5
60,12.846610585561159,6.0,5.0,3.0,2.0,30.0,2.0,2017.0,10.0,47.0
61,10.276045968670267,1.0,5.0,3.0,1.0,31.0,2.0,2017.0,11.0,71.5
62,9.543701103489482,2.0,1.0,2.0,1.0,1.0,3.0,2017.0,12.0,68.5
63,7.164827849412742,6.0,5.0,3.0,1.0,2.0,3.0,2017.0,13.0,68.5
64,8.365437840236595,1.0,9.0,1.0,1.0,3.0,3.0,2017.0,14.0,75.0
65,9.200413188942807,6.0,9.0,1.0,1.0,4.0,3.0,2017.0,15.0,34.5
66,8.679242321656378,4.0,3.0,8.0,1.0,5.0,3.0,2017.0,16.0,57.5
67,8.718650854780465,0.0,7.0,2.0,1.0,6.0,3.0,2017.0,17.0,68.5
68,11.233966779867703,6.0,1.0,2.0,1.0,7.0,3.0,2017.0,18.0,68.5
69,10.652074438844082,1.0,3.0,8.0,1.0,8.0,3.0,2017.0,19.0,75.0
70,7.856114683691845,0.0,3.0,8.0,1.0,9.0,3.0,2017.0,20.0,75.0
71,7.08116491351883,0.0,6.0,9.0,1.0,10.0,3.0,2017.0,21.0,68.5
72,8.134014298781338,0.0,6.0,9.0,1.0,11.0,3.0,2017.0,22.0,75.0
73,8.520706337350829,7.0,8.0,4.0,1.0,12.0,3.0,2017.0,23.0,45.5
74,13.556274907693584,5.0,1.0,2.0,1.0,13.0,3.0,2017.0,24.0,55.5
75,9.567804384638206,2.0,1.0,2.0,1.0,14.0,3.0,2017.0,0.0,55.5
76,8.057885458223524,3.0,4.0,6.0,1.0,15.0,3.0,2017.0,1.0,63.5
77,8.028738178023195,0.0,3.0,8.0,1.0,16.0,3.0,2017.0,2.0,75.0
78,9.003499133826091,0.0,8.0,4.0,1.0,17.0,3.0,2017.0,3.0,57.5
79,10.167728009884039,0.0,1.0,2.0,1.0,18.0,3.0,2017.0,4.0,38.0
80,8.694884672961923,7.0,5.0,3.0,1.0,19.0,3.0,2017.0,5.0,63.5
81,10.651752088839917,0.0,4.0,6.0,1.0,20.0,3.0,2017.0,6.0,45.5
82,9.205039175206585,1.0,6.0,9.0,1.0,21.0,3.0,2017.0,7.0,71.5
83,10.133401695160858,7.0,5.0,3.0,1.0,22.0,3.0,2017.0,8.0,55.5
84,9.692785148682786,5.0,6.0,9.0,1.0,23.0,3.0,2017.0,9.0,75.0
85,8.764593493630873,2.0,2.0,4.0,1.0,24.0,3.0,2017.0,10.0,47.0
86,9.779219035039967,4.0,3.0,8.0,1.0,25.0,3.0,2017.0,11.0,71.5
87,10.308826968800503,5.0,3.0,8.0,1.0,26.0,3.0,2017.0,12.0,63.5
88,7.689999745980941,1.0,7.0,2.0,1.0,27.0,3.0,2017.0,13.0,75.0
89,9.319027482941397,2.0,7.0,2.0,1.0,28.0,3.0,2017.0,14.0,63.5
90,7.590974194640834,1.0,8.0,4.0,1.0,29.0,3.0,2017.0,15.0,75.0
91,8.838347048051453,6.0,5.0,3.0,1.0,30.0,3.0,2017.0,16.0,45.5
92,9.090260639590248,4.0,8.0,4.0,1.0,31.0,3.0,2017.0,17.0,38.0
93,7.824493719777953,7.0,5.0,3.0,1.0,1.0,4.0,2017.0,18.0,75.0
94,9.024361905949021,2.0,2.0,4.0,1.0,2.0,4.0,2017.0,19.0,38.0
95,9.172673854445529,3.0,2.0,4.0,1.0,3.0,4.0,2017.0,20.0,47.0
96,5.370515914311734,3.0,9.0,1.0,1.0,4.0,4.0,2017.0,21.0,55.5
97,9.36738668388493,6.0,2.0,4.0,1.0,5.0,4.0,2017.0,22.0,45.5
98,6.751732492383502,7.0,6.0,9.0,1.0,6.0,4.0,2017.0,23.0,71.5
99,7.9777040080879855,7.0,8.0,4.0,1.0,7.0,4.0,2017.0,24.0,75.0
100,8.72989126851439,1.0,8.0,4.0,1.0,8.0,4.0,2017.0,0.0,75.0
101,7.72141133510673,0.0,5.0,3.0,1.0,9.0,4.0,2017.0,1.0,45.5
102,9.793509078780989,5.0,6.0,9.0,1.0,10.0,4.0,2017.0,2.0,75.0
103,7.784738078018127,0.0,4.0,6.0,1.0,11.0,4.0,2017.0,3.0,71.5
104,10.287712723697306,0.0,6.0,9.0,1.0,12.0,4.0,2017.0,4.0,38.0
105,11.058714554475847,3.0,9.0,1.0,1.0,13.0,4.0,2017.0,5.0,38.0
106,6.2374512395733515,6.0,2.0,4.0,1.0,14.0,4.0,2017.0,6.0,47.0
107,7.2235626120648915,2.0,6.0,9.0,1.0,15.0,4.0,2017.0,7.0,47.0
108,7.3834721250495985,0.0,7.0,2.0,1.0,16.0,4.0,2017.0,8.0,45.5
109,11.085103543656373,1.0,5.0,3.0,1.0,17.0,4.0,2017.0,9.0,68.5
110,8.078081322394421,6.0,2.0,4.0,1.0,18.0,4.0,2017.0,10.0,45.5
111,9.730049380638862,6.0,3.0,8.0,1.0,19.0,4.0,2017.0,11.0,68.5
112,5.894805374906582,6.0,8.0,4.0,1.0,20.0,4.0,2017.0,12.0,75.0
113,8.403481710909103,6.0,1.0,2.0,1.0,21.0,4.0,2017.0,13.0,34.5
114,8.530050876817317,1.0,7.0,2.0,1.0,22.0,4.0,2017.0,14.0,75.0
115,8.605836231382845,0.0,1.0,2.0,1.0,23.0,4.0,2017.0,15.0,45.5
116,7.5387081329317445,1.0,1.0,2.0,1.0,24.0,4.0,2017.0,16.0,34.5
117,7.73297359397119,5.0,4.0,6.0,1.0,25.0,4.0,2017.0,17.0,68.5
118,11.297639135549108,4.0,4.0,6.0,1.0,26.0,4.0,2017.0,18.0,63.5
119,9.800338500973796,2.0,6.0,9.0,1.0,27.0,4.0,2017.0,19.0,47.0
120,7.7821777167799935,3.0,2.0,4.0,1.0,28.0,4.0,2017.0,20.0,45.5
121,9.093416996243535,5.0,8.0,4.0,1.0,29.0,4.0,2017.0,21.0,38.0
122,9.301681098891871,4.0,9.0,1.0,1.0,30.0,4.0,2017.0,22.0,38.0
123,8.53478721746898,3.0,6.0,9.0,1.0,31.0,4.0,2017.0,23.0,71.5
124,8.719406038889296,0.0,7.0,2.0,1.0,1.0,5.0,2017.0,24.0,38.0
125,12.469825371096068,2.0,6.0,9.0,1.0,2.0,5.0,2017.0,0.0,63.5
126,7.840230266323868,2.0,6.0,9.0,1.0,3.0,5.0,2017.0,1.0,71.5
127,7.274594226626415,3.0,7.0,2.0,1.0,4.0,5.0,2017.0,2.0,45.5
128,7.659184864599026,6.0,3.0,8.0,1.0,5.0,5.0,2017.0,3.0,34.5
129,8.142599000024532,4.0,9.0,1.0,1.0,6.0,5.0,2017.0,4.0,47.0
130,10.024518137785803,2.0,3.0,8.0,1.0,7.0,5.0,2017.0,5.0,57.5
131,6.8684034046770295,3.0,6.0,9.0,1.0,8.0,5.0,2017.0,6.0,71.5
132,9.33282902036252,6.0,8.0,4.0,1.0,9.0,5.0,2017.0,7.0,68.5
133,8.312157446740034,0.0,3.0,8.0,1.0,10.0,5.0,2017.0,8.0,63.5
134,7.736649451578632,1.0,7.0,2.0,1.0,11.0,5.0,2017.0,9.0,38.0
135,8.914049794250884,1.0,8.0,4.0,1.0,12.0,5.0,2017.0,10.0,75.0
136,8.332954342956741,0.0,6.0,9.0,1.0,13.0,5.0,2017.0,11.0,38.0
137,6.78948499344941,2.0,3.0,8.0,1.0,14.0,5.0,2017.0,12.0,55.5
138,10.976906689127796,5.0,5.0,3.0,1.0,15.0,5.0,2017.0,13.0,45.5
139,10.157511166090394,5.0,1.0,2.0,1.0,16.0,5.0,2017.0,14.0,38.0
140,11.225598378882612,6.0,4.0,6.0,1.0,17.0,5.0,2017.0,15.0,55.5
141,8.655373994282321,5.0,7.0,2.0,1.0,18.0,5.0,2017.0,16.0,34.5
142,8.47338026463273,4.0,1.0,2.0,1.0,19.0,5.0,2017.0,17.0,71.5
143,7.216857800541747,6.0,1.0,2.0,1.0,20.0,5.0,2017.0,18.0,57.5
144,10.678899912802176,2.0,4.0,6.0,1.0,21.0,5.0,2017.0,19.0,75.0
145,9.572877883177801,7.0,3.0,8.0,1.0,22.0,5.0,2017.0,20.0,38.0
146,7.791122859816001,4.0,4.0,6.0,1.0,23.0,5.0,2017.0,21.0,57.5
147,10.091684717967635,1.0,1.0,2.0,1.0,24.0,5.0,2017.0,22.0,75.0
148,7.8568458452265535,5.0,6.0,9.0,1.0,25.0,5.0,2017.0,23.0,34.5
149,10.164793312936546,7.0,6.0,9.0,1.0,26.0,5.0,2017.0,24.0,45.5
150,12.150119233027361,6.0,3.0,8.0,1.0,27.0,5.0,2017.0,0.0,68.5
151,5.595236619987873,5.0,4.0,6.0,1.0,28.0,5.0,2017.0,1.0,38.0
152,8.689995215219259,5.0,3.0,8.0,1.0,29.0,5.0,2017.0,2.0,63.5
153,7.410129660741115,6.0,5.0,3.0,1.0,30.0,5.0,2017.0,3.0,47.0
154,8.563127341464714,6.0,9.0,1.0,0.0,31.0,5.0,2017.0,4.0,34.5
155,12.596089219418573,3.0,3.0,8.0,0.0,1.0,6.0,2017.0,5.0,57.5
156,4.802297341771244,2.0,8.0,4.0,0.0,2.0,6.0,2017.0,6.0,47.0
157,8.799840766067112,3.0,2.0,4.0,0.0,3.0,6.0,2017.0,7.0,55.5
158,7.207868661501662,5.0,4.0,6.0,0.0,4.0,6.0,2017.0,8.0,75.0
159,10.627645399746845,1.0,7.0,2.0,0.0,5.0,6.0,2017.0,9.0,68.5
160,6.155320977767493,5.0,7.0,2.0,0.0,6.0,6.0,2017.0,10.0,34.5
161,9.733774396872315,3.0,3.0,8.0,0.0,7.0,6.0,2017.0,11.0,75.0
162,6.302633792813906,5.0,5.0,3.0,0.0,8.0,6.0,2017.0,12.0,38.0
163,9.564756685869963,5.0,3.0,8.0,0.0,9.0,6.0,2017.0,13.0,34.5
164,11.908578916381867,1.0,4.0,6.0,0.0,10.0,6.0,2017.0,14.0,68.5
165,9.238706063865996,1.0,5.0,3.0,0.0,11.0,6.0,2017.0,15.0,55.5
166,7.953561554574554,2.0,2.0,4.0,0.0,12.0,6.0,2017.0,16.0,34.5
167,11.062720381148283,5.0,8.0,4.0,0.0,13.0,6.0,2017.0,17.0,38.0
168,9.755525294978057,2.0,9.0,1.0,0.0,14.0,6.0,2017.0,18.0,71.5
169,9.289055595537345,5.0,1.0,2.0,0.0,15.0,6.0,2017.0,19.0,34.5
170,9.623005531213527,7.0,2.0,4.0,0.0,16.0,6.0,2017.0,20.0,57.5
171,9.152460527749918,7.0,5.0,3.0,0.0,17.0,6.0,2017.0,21.0,63.5
172,10.676089403697672,5.0,7.0,2.0,0.0,18.0,6.0,2017.0,22.0,34.5
173,11.520972583433348,2.0,1.0,2.0,0.0,19.0,6.0,2017.0,23.0,75.0
174,9.799260705924175,7.0,7.0,2.0,0.0,20.0,6.0,2017.0,24.0,45.5
175,11.832603421334788,1.0,4.0,6.0,0.0,21.0,6.0,2017.0,0.0,71.5
176,8.734201098498517,7.0,9.0,1.0,0.0,22.0,6.0,2017.0,1.0,34.5
177,10.114387267731171,5.0,1.0,2.0,0.0,23.0,6.0,2017.0,2.0,57.5
178,11.053576077142887,7.0,4.0,6.0,0.0,24.0,6.0,2017.0,3.0,71.5
179,7.691507309709321,2.0,7.0,2.0,0.0,25.0,6.0,2017.0,4.0,38.0
180,8.060284539568936,4.0,3.0,8.0,0.0,26.0,6.0,2017.0,5.0,75.0
181,8.42891276982631,6.0,3.0,8.0,0.0,27.0,6.0,2017.0,6.0,47.0
182,8.57751598479112,3.0,9.0,1.0,0.0,28.0,6.0,2017.0,7.0,55.5
183,9.790538006352223,7.0,4.0,6.0,0.0,29.0,6.0,2017.0,8.0,57.5
184,10.901515915776734,3.0,3.0,8.0,0.0,30.0,6.0,2017.0,9.0,63.5
185,9.826852986202326,6.0,9.0,1.0,0.0,31.0,6.0,2017.0,10.0,63.5
186,7.775856450768298,6.0,5.0,3.0,0.0,1.0,7.0,2017.0,11.0,38.0
187,8.104566484184765,7.0,3.0,8.0,0.0,2.0,7.0,2017.0,12.0,38.0
188,10.579637339967785,4.0,4.0,6.0,0.0,3.0,7.0,2017.0,13.0,45.5
189,11.538369733787931,1.0,7.0,2.0,0.0,4.0,7.0,2017.0,14.0,47.0
190,10.298360893226574,1.0,1.0,2.0,0.0,5.0,7.0,2017.0,15.0,63.5
191,8.110827577703809,1.0,2.0,4.0,0.0,6.0,7.0,2017.0,16.0,71.5
192,6.3783401442615855,2.0,9.0,1.0,0.0,7.0,7.0,2017.0,17.0,38.0
193,6.281555371243659,7.0,7.0,2.0,0.0,8.0,7.0,2017.0,18.0,55.5
194,9.400880932262867,1.0,4.0,6.0,0.0,9.0,7.0,2017.0,19.0,38.0
195,10.953345194012195,6.0,6.0,9.0,0.0,10.0,7.0,2017.0,20.0,34.5
196,7.199239672116063,6.0,2.0,4.0,0.0,11.0,7.0,2017.0,21.0,45.5
197,11.941738159114626,4.0,1.0,2.0,0.0,12.0,7.0,2017.0,22.0,75.0
198,8.732574305125802,0.0,2.0,4.0,0.0,13.0,7.0,2017.0,23.0,45.5
199,9.552952413332367,4.0,3.0,8.0,0.0,14.0,7.0,2017.0,24.0,75.0
200,8.397065351250895,7.0,5.0,3.0,0.0,15.0,7.0,2017.0,0.0,34.5
201,9.223513199899344,0.0,6.0,9.0,0.0,16.0,7.0,2017.0,1.0,55.5
202,8.362299302399062,7.0,5.0,3.0,0.0,17.0,7.0,2017.0,2.0,45.5
203,6.119047180582907,7.0,3.0,8.0,0.0,18.0,7.0,2017.0,3.0,38.0
204,7.07149899630684,4.0,8.0,4.0,0.0,19.0,7.0,2017.0,4.0,68.5
205,9.601069061649742,5.0,7.0,2.0,0.0,20.0,7.0,2017.0,5.0,55.5
206,9.82664490242251,7.0,7.0,2.0,0.0,21.0,7.0,2017.0,6.0,47.0
207,10.088638381462546,4.0,5.0,3.0,0.0,22.0,7.0,2017.0,7.0,75.0
208,9.076045552562443,6.0,8.0,4.0,0.0,23.0,7.0,2017.0,8.0,63.5
209,9.057936358474038,4.0,6.0,9.0,0.0,24.0,7.0,2017.0,9.0,71.5
210,9.585809419132056,5.0,6.0,9.0,0.0,25.0,7.0,2017.0,10.0,63.5
211,12.008115327038908,0.0,5.0,3.0,0.0,26.0,7.0,2017.0,11.0,75.0
212,9.677425519489946,6.0,8.0,4.0,0.0,27.0,7.0,2017.0,12.0,75.0
213,11.409921882212497,4.0,2.0,4.0,0.0,28.0,7.0,2017.0,13.0,75.0
214,12.425157786554964,3.0,1.0,2.0,0.0,29.0,7.0,2017.0,14.0,75.0
215,14.575389172703021,5.0,3.0,8.0,0.0,30.0,7.0,2017.0,15.0,75.0
216,10.975906414663266,0.0,2.0,4.0,0.0,31.0,7.0,2017.0,16.0,34.5
217,9.80841811591726,5.0,6.0,9.0,0.0,1.0,8.0,2017.0,17.0,63.5
218,8.438065533685315,6.0,8.0,4.0,0.0,2.0,8.0,2017.0,18.0,55.5
219,11.784455144392226,5.0,4.0,6.0,0.0,3.0,8.0,2017.0,19.0,45.5
220,8.986215176702432,6.0,2.0,4.0,0.0,4.0,8.0,2017.0,20.0,34.5
221,8.375256428737721,7.0,5.0,3.0,0.0,5.0,8.0,2017.0,21.0,38.0
222,8.761389701497789,1.0,8.0,4.0,0.0,6.0,8.0,2017.0,22.0,55.5
223,8.063653223286433,3.0,2.0,4.0,0.0,7.0,8.0,2017.0,23.0,45.5
224,8.613863612624778,7.0,3.0,8.0,0.0,8.0,8.0,2017.0,24.0,57.5
225,9.030825528913956,6.0,2.0,4.0,0.0,9.0,8.0,2017.0,0.0,34.5
226,10.913616024325115,6.0,2.0,4.0,0.0,10.0,8.0,2017.0,1.0,38.0
227,9.108806257135765,6.0,6.0,9.0,0.0,11.0,8.0,2017.0,2.0,34.5
228,9.214565906653513,6.0,5.0,3.0,0.0,12.0,8.0,2017.0,3.0,75.0
229,9.312284528620426,6.0,1.0,2.0,0.0,13.0,8.0,2017.0,4.0,71.5
230,8.339241718335417,3.0,8.0,4.0,0.0,14.0,8.0,2017.0,5.0,45.5
231,9.500918537076323,5.0,5.0,3.0,0.0,15.0,8.0,2017.0,6.0,57.5
232,12.055597680700851,2.0,9.0,1.0,0.0,16.0,8.0,2017.0,7.0,57.5
233,7.686363296522195,3.0,8.0,4.0,0.0,17.0,8.0,2017.0,8.0,71.5
234,7.823222192555675,7.0,2.0,4.0,0.0,18.0,8.0,2017.0,9.0,63.5
235,9.133686135899696,3.0,8.0,4.0,0.0,19.0,8.0,2017.0,10.0,38.0
236,9.765062355436408,4.0,1.0,2.0,0.0,20.0,8.0,2017.0,11.0,57.5
237,6.921295409383275,4.0,9.0,1.0,0.0,21.0,8.0,2017.0,12.0,34.5
238,13.373491471289476,5.0,4.0,6.0,0.0,22.0,8.0,2017.0,13.0,71.5
239,12.043718081139941,3.0,3.0,8.0,0.0,23.0,8.0,2017.0,14.0,57.5
240,11.287310534373,1.0,5.0,3.0,0.0,24.0,8.0,2017.0,15.0,38.0
241,11.12365578987104,2.0,1.0,2.0,0.0,25.0,8.0,2017.0,16.0,71.5
242,6.736472025640942,6.0,8.0,4.0,0.0,26.0,8.0,2017.0,17.0,34.5
243,9.3263756534233,1.0,6.0,9.0,0.0,27.0,8.0,2017.0,18.0,57.5
244,11.784524977469333,7.0,7.0,2.0,0.0,28.0,8.0,2017.0,19.0,57.5
245,11.77069690166944,5.0,3.0,8.0,0.0,29.0,8.0,2017.0,20.0,38.0
246,6.443638219270999,6.0,8.0,4.0,0.0,30.0,8.0,2017.0,21.0,47.0
247,10.776853998853616,0.0,4.0,6.0,0.0,31.0,8.0,2017.0,22.0,75.0
248,6.842409027155767,3.0,5.0,3.0,0.0,1.0,9.0,2017.0,23.0,55.5
249,7.301699908494566,3.0,6.0,9.0,0.0,2.0,9.0,2017.0,24.0,38.0
250,9.940866438857896,0.0,4.0,6.0,0.0,3.0,9.0,2017.0,0.0,47.0
251,7.62151222785261,7.0,1.0,2.0,0.0,4.0,9.0,2017.0,1.0,45.5
252,10.19514731240535,7.0,1.0,2.0,0.0,5.0,9.0,2017.0,2.0,68.5
253,8.59957085531384,6.0,7.0,2.0,0.0,6.0,9.0,2017.0,3.0,57.5
254,8.914332905235472,4.0,8.0,4.0,0.0,7.0,9.0,2017.0,4.0,68.5
255,9.127943135357489,1.0,5.0,3.0,0.0,8.0,9.0,2017.0,5.0,68.5
256,8.878670218709837,5.0,8.0,4.0,0.0,9.0,9.0,2017.0,6.0,45.5
257,8.762453336182118,5.0,7.0,2.0,0.0,10.0,9.0,2017.0,7.0,45.5
258,9.55338784051931,5.0,4.0,6.0,0.0,11.0,9.0,2017.0,8.0,63.5
259,8.584210036059561,6.0,4.0,6.0,0.0,12.0,9.0,2017.0,9.0,68.5
260,7.14777520116581,3.0,8.0,4.0,0.0,13.0,9.0,2017.0,10.0,57.5
261,8.326292910340596,4.0,9.0,1.0,0.0,14.0,9.0,2017.0,11.0,34.5
262,9.538214612568423,1.0,2.0,4.0,0.0,15.0,9.0,2017.0,12.0,45.5
263,8.552363040609713,0.0,6.0,9.0,0.0,16.0,9.0,2017.0,13.0,55.5
264,9.511496934332948,0.0,3.0,8.0,0.0,17.0,9.0,2017.0,14.0,45.5
265,7.976943123592722,2.0,9.0,1.0,0.0,18.0,9.0,2017.0,15.0,38.0
266,11.66681687393508,2.0,3.0,8.0,0.0,19.0,9.0,2017.0,16.0,55.5
267,10.308159620737596,3.0,2.0,4.0,0.0,20.0,9.0,2017.0,17.0,38.0
268,10.524739020460178,5.0,4.0,6.0,0.0,21.0,9.0,2017.0,18.0,63.5
269,9.454465216979605,6.0,5.0,3.0,0.0,22.0,9.0,2017.0,19.0,75.0
270,9.619097137232727,4.0,7.0,2.0,0.0,23.0,9.0,2017.0,20.0,45.5
271,12.855689741154405,3.0,4.0,6.0,0.0,24.0,9.0,2017.0,21.0,71.5
272,13.349060508335894,0.0,6.0,9.0,0.0,25.0,9.0,2017.0,22.0,75.0
273,8.99204910474463,4.0,5.0,3.0,0.0,26.0,9.0,2017.0,23.0,75.0
274,11.956403489632075,4.0,5.0,3.0,0.0,27.0,9.0,2017.0,24.0,71.5
275,11.562944333765788,3.0,7.0,2.0,0.0,28.0,9.0,2017.0,0.0,38.0
276,6.835501874347827,0.0,9.0,1.0,0.0,29.0,9.0,2017.0,1.0,38.0
277,9.10439479206831,5.0,9.0,1.0,0.0,30.0,9.0,2017.0,2.0,68.5
278,8.660070239469718,7.0,1.0,2.0,2.0,31.0,9.0,2017.0,3.0,45.5
279,8.37880525050482,3.0,4.0,6.0,2.0,1.0,10.0,2017.0,4.0,55.5
280,6.147611429732124,1.0,5.0,3.0,2.0,2.0,10.0,2017.0,5.0,45.5
281,12.815056973448957,5.0,4.0,6.0,2.0,3.0,10.0,2017.0,6.0,75.0
282,7.159766564454911,4.0,8.0,4.0,2.0,4.0,10.0,2017.0,7.0,68.5
283,6.39060269157452,1.0,5.0,3.0,2.0,5.0,10.0,2017.0,8.0,63.5
284,8.998613487308758,6.0,6.0,9.0,2.0,6.0,10.0,2017.0,9.0,38.0
285,8.721998584529702,4.0,3.0,8.0,2.0,7.0,10.0,2017.0,10.0,34.5
286,6.454686727464562,0.0,3.0,8.0,2.0,8.0,10.0,2017.0,11.0,57.5
287,7.253459227464352,0.0,7.0,2.0,2.0,9.0,10.0,2017.0,12.0,57.5
288,7.116372683873609,3.0,9.0,1.0,2.0,10.0,10.0,2017.0,13.0,57.5
289,12.22207089214376,0.0,2.0,4.0,2.0,11.0,10.0,2017.0,14.0,71.5
290,8.29574046848419,4.0,9.0,1.0,2.0,12.0,10.0,2017.0,15.0,47.0
291,11.04083885346476,0.0,3.0,8.0,2.0,13.0,10.0,2017.0,16.0,63.5
292,11.929301814526173,2.0,8.0,4.0,2.0,14.0,10.0,2017.0,17.0,63.5
293,10.778012905085568,4.0,3.0,8.0,2.0,15.0,10.0,2017.0,18.0,34.5
294,10.43374728475018,4.0,7.0,2.0,2.0,16.0,10.0,2017.0,19.0,63.5
295,8.414355107987912,5.0,2.0,4.0,2.0,17.0,10.0,2017.0,20.0,45.5
